	id	length	mass
11985	E9PNW4_HUMAN	108	11985
13090	Q8N8S8_HUMAN	123	13090
13502	F2Z3H0_HUMAN	118	13502
12974	M0R072_HUMAN	120	12974
11383	Q31646_HUMAN	94	11383
13832	Q8N2R4_HUMAN	130	13832
13681	E7EPW7_HUMAN	129	13681
13767	C9JE55_HUMAN	126	13767
13411	C9JBQ9_HUMAN	121	13411
13432	Q6LET9_HUMAN	129	13432
14050	A2AB07_HUMAN	126	14050
13848	Q9BZ62_HUMAN	124	13848
13487	D6RDZ9_HUMAN	122	13487
14839	H0Y8G7_HUMAN	136	14839
13701	A0A994J3W4_HUMAN	128	13701
12576	H3BQJ0_HUMAN	114	12576
13347	H0YHT1_HUMAN	127	13347
13970	Q8NDL7_HUMAN	129	13970
14235	E5RH25_HUMAN	121	14235
13225	B7Z9E1_HUMAN	127	13225
13494	H3BU11_HUMAN	120	13494
13650	Q6ZNQ8_HUMAN	123	13650
13597	M0QZ49_HUMAN	117	13597
13360	B4DNS4_HUMAN	120	13360
13395	Q6ZPC4_HUMAN	124	13395
12278	A0A5C2GKM9_HUMAN	112	12278
12218	Q8WUE8_HUMAN	121	12218
13754	Q9H743_HUMAN	127	13754
13374	Q4G0G9_HUMAN	119	13374
14041	Q59F07_HUMAN	127	14041
14193	Q6ZPB6_HUMAN	121	14193
13867	A0A8Q3WL22_HUMAN	121	13867
14295	Q8N7T2_HUMAN	134	14295
14542	H0YHD3_HUMAN	140	14542
12866	I3L1Y2_HUMAN	110	12866
14042	G3V563_HUMAN	121	14042
14298	K7ELR6_HUMAN	129	14298
14457	U3KQ53_HUMAN	127	14457
11105	H0Y8M0_HUMAN	102	11105
14178	A0A7S5EXR2_HUMAN	125	14178
13191	Q5T2S1_HUMAN	128	13191
13379	U3KPW2_HUMAN	120	13379
12857	V9GY67_HUMAN	111	12857
13094	C9JWZ9_HUMAN	112	13094
11300	H0YEK1_HUMAN	107	11300
13351	F8WEL2_HUMAN	119	13351
14220	H7C3V4_HUMAN	133	14220
13376	B4DMV5_HUMAN	126	13376
12563	A0A7S5C609_HUMAN	117	12563
14142	Q9UL88_HUMAN	131	14142
14634	J3KTC8_HUMAN	135	14634
12934	J3QQV1_HUMAN	110	12934
12292	A0A5C2GAY0_HUMAN	112	12292
14382	Q6MZR2_HUMAN	131	14382
13386	B3KX61_HUMAN	125	13386
13329	Q6P7P1_HUMAN	112	13329
14197	A0A7S5BYD5_HUMAN	128	14197
14113	D6RFI8_HUMAN	138	14113
13367	I3L0H5_HUMAN	114	13367
13927	J3QRB8_HUMAN	123	13927
14196	A0A7S5BY97_HUMAN	126	14196
14830	Q6IBD7_HUMAN	133	14830
13305	Q6UWF8_HUMAN	120	13305
11895	I3L205_HUMAN	106	11895
12811	Q66K47_HUMAN	109	12811
12901	F5H4I7_HUMAN	125	12901
13863	Q8N1G7_HUMAN	126	13863
12524	H3BU07_HUMAN	121	12524
13027	Q8WVU8_HUMAN	123	13027
12996	C9JN58_HUMAN	115	12996
12809	E5RHZ9_HUMAN	113	12809
12348	D6REC3_HUMAN	110	12348
13695	Q9UL96_HUMAN	121	13695
14924	J9SM79_HUMAN	129	14924
13272	I6LEK6_HUMAN	119	13272
12790	E9PMX5_HUMAN	115	12790
12651	F8VRR0_HUMAN	112	12651
13356	H0YIV7_HUMAN	119	13356
12105	J3QRA6_HUMAN	106	12105
13413	H7BZ56_HUMAN	131	13413
13326	X5D7V3_HUMAN	121	13326
12040	H7BXT9_HUMAN	106	12040
13492	A0A8J9BZE6_HUMAN	119	13492
12123	V9GZ54_HUMAN	103	12123
14162	H0YH34_HUMAN	124	14162
12080	H7C2F4_HUMAN	114	12080
11159	H0YJT1_HUMAN	97	11159
13454	L0R836_HUMAN	133	13454
12316	Q6AHW6_HUMAN	115	12316
14043	Q59GB7_HUMAN	122	14043
13465	Q8NB07_HUMAN	133	13465
12393	O00428_HUMAN	108	12393
13998	E9PL75_HUMAN	128	13998
13141	D6RCA5_HUMAN	118	13141
12636	J3KRD1_HUMAN	116	12636
14601	F5H172_HUMAN	134	14601
12699	Q30088_HUMAN	108	12699
13669	H0Y636_HUMAN	115	13669
14969	Q6RGF5_HUMAN	126	14969
12098	K7ENG9_HUMAN	113	12098
13981	F6RP93_HUMAN	120	13981
14493	Q96SF8_HUMAN	124	14493
14890	Q6RGF6_HUMAN	126	14890
13640	Q9P0L8_HUMAN	117	13640
12472	A0A7S5EVQ1_HUMAN	115	12472
12739	D6RCE0_HUMAN	110	12739
13704	Q71RF2_HUMAN	130	13704
13548	Q6ZPC9_HUMAN	122	13548
14256	H7C5L4_HUMAN	135	14256
13565	Q5VVY2_HUMAN	115	13565
12016	U3KQU3_HUMAN	110	12016
14223	D6REQ2_HUMAN	142	14223
13450	Q0ZCJ6_HUMAN	125	13450
12881	Q6NSH7_HUMAN	111	12881
14471	K7EN64_HUMAN	130	14471
12903	Q7Z3Y6_HUMAN	116	12903
14489	A0A7S5ETT5_HUMAN	130	14489
14532	Q49A69_HUMAN	132	14532
12853	Q96KT8_HUMAN	120	12853
13489	A0A8Q3WLB6_HUMAN	122	13489
13794	C9J1G2_HUMAN	122	13794
13020	A0JD09_HUMAN	117	13020
13018	X5D951_HUMAN	123	13018
14343	Q8WWP3_HUMAN	132	14343
12434	Q9UL93_HUMAN	116	12434
13620	Q0ZCJ5_HUMAN	121	13620
13862	Q8TDC7_HUMAN	124	13862
12912	Q8WYU8_HUMAN	117	12912
14169	O75316_HUMAN	122	14169
14375	A0A669KAX6_HUMAN	122	14375
13622	B4DP32_HUMAN	120	13622
12793	Q5SBK4_HUMAN	116	12793
13882	H7C0B4_HUMAN	127	13882
13977	B9A053_HUMAN	118	13977
13730	B7Z931_HUMAN	127	13730
12746	A0A7S5EW52_HUMAN	121	12746
14337	H0YLN7_HUMAN	126	14337
13824	M0R222_HUMAN	124	13824
13110	K7ELC3_HUMAN	119	13110
14078	A0A7S5EY79_HUMAN	127	14078
13929	A0A7S5C4K6_HUMAN	125	13929
13086	F8WFD9_HUMAN	123	13086
13590	L0R6T2_HUMAN	115	13590
13587	F5H6J0_HUMAN	118	13587
12753	C9J3G7_HUMAN	109	12753
13268	H3BTF9_HUMAN	122	13268
13392	M0QZ47_HUMAN	122	13392
13113	B4DH84_HUMAN	123	13113
13800	I3L1Z0_HUMAN	119	13800
14182	M0R0L4_HUMAN	132	14182
12062	Q8WXL9_HUMAN	128	12062
13674	K7ELE4_HUMAN	116	13674
14423	Q9UK37_HUMAN	129	14423
12617	K7EIQ8_HUMAN	111	12617
13796	K7EID1_HUMAN	121	13796
13418	Q0ZCG4_HUMAN	122	13418
13488	V9GYI1_HUMAN	131	13488
13685	Q59HD2_HUMAN	127	13685
14334	Q5GHI6_HUMAN	123	14334
12952	Q3ZCW1_HUMAN	113	12952
13313	Q0ZCG9_HUMAN	121	13313
13766	Q6QJE4_HUMAN	119	13766
13552	C9J3E3_HUMAN	112	13552
14696	Q7Z354_HUMAN	133	14696
13703	Q6ZUZ4_HUMAN	128	13703
14202	H7C1Q3_HUMAN	124	14202
14402	C9J3J1_HUMAN	126	14402
14591	K7EMT3_HUMAN	139	14591
13089	Q0ZAJ4_HUMAN	114	13089
13943	Q8TCH7_HUMAN	122	13943
13512	Q71RG8_HUMAN	128	13512
14037	K7EPI4_HUMAN	124	14037
12874	G3V147_HUMAN	118	12874
13722	A0A7S5EYE3_HUMAN	126	13722
14134	H9XW20_HUMAN	126	14134
13864	I3L4E5_HUMAN	119	13864
13949	K7EQV1_HUMAN	123	13949
14377	Q92991_HUMAN	130	14377
13684	F5H331_HUMAN	127	13684
14292	Q8NCR1_HUMAN	128	14292
14060	F8VV11_HUMAN	135	14060
14270	Q9H6P2_HUMAN	132	14270
14233	J3QT89_HUMAN	121	14233
13718	K7ERN7_HUMAN	127	13718
13320	X6RK76_HUMAN	114	13320
14350	H0YDC7_HUMAN	130	14350
14173	A0A7S5C4H2_HUMAN	127	14173
12590	K7EQ66_HUMAN	110	12590
13905	J7H9Z3_HUMAN	121	13905
13744	A0A7S5EX41_HUMAN	126	13744
13429	Q155X3_HUMAN	116	13429
14074	Q6ZU61_HUMAN	129	14074
13804	W5VK78_HUMAN	123	13804
13777	Q6YL47_HUMAN	127	13777
14352	V9H1D7_HUMAN	129	14352
13818	Q6ZNP8_HUMAN	123	13818
13421	E5RFW3_HUMAN	133	13421
13469	Q8IZU7_HUMAN	117	13469
14225	V9H0T1_HUMAN	124	14225
13733	K7ENR2_HUMAN	132	13733
13772	A0A7S5C2H2_HUMAN	126	13772
14005	A0A5C2GNQ1_HUMAN	127	14005
13197	F8WDN8_HUMAN	123	13197
13682	Q9GZW2_HUMAN	130	13682
12979	Q38LF9_HUMAN	117	12979
12967	Q8IXM0_HUMAN	112	12967
11291	I3L2Y2_HUMAN	106	11291
14055	C9J224_HUMAN	125	14055
13760	Q9BZ54_HUMAN	124	13760
14084	H3BTW8_HUMAN	129	14084
11963	K7EPL3_HUMAN	118	11963
11285	X2FP19_HUMAN	94	11285
13736	H7BZU2_HUMAN	129	13736
12791	H0YKQ0_HUMAN	117	12791
14008	Q8TE03_HUMAN	127	14008
13155	G3V3B9_HUMAN	119	13155
13290	A0A7S5C442_HUMAN	123	13290
13523	Q53AI5_HUMAN	121	13523
12986	A0A6Q8PFX6_HUMAN	118	12986
13969	J3KNE1_HUMAN	126	13969
13383	C9J5S0_HUMAN	118	13383
13412	Q7Z540_HUMAN	126	13412
14065	D6RD73_HUMAN	121	14065
15023	Q8NAV9_HUMAN	130	15023
12125	M0QXF6_HUMAN	110	12125
13043	Q9BWU7_HUMAN	113	13043
14118	A0A7S5C361_HUMAN	128	14118
13626	H0YEP2_HUMAN	114	13626
14525	Q6N024_HUMAN	129	14525
13935	Q8N8C2_HUMAN	125	13935
12867	Q59G69_HUMAN	112	12867
13987	Q96KY6_HUMAN	130	13987
13727	H0YNP3_HUMAN	126	13727
12100	X6R6T9_HUMAN	109	12100
11838	Q7Z5Z5_HUMAN	103	11838
13698	H3BMF8_HUMAN	119	13698
12604	H0YN94_HUMAN	108	12604
13434	Q8NDT8_HUMAN	121	13434
13445	Q9H960_HUMAN	125	13445
14027	K7ELK5_HUMAN	128	14027
13261	I3L2A4_HUMAN	116	13261
11094	Q68DT6_HUMAN	100	11094
13406	H0YG91_HUMAN	112	13406
13786	A0A7S5C177_HUMAN	127	13786
13787	A0A5C2GNG8_HUMAN	127	13787
14707	D6R928_HUMAN	130	14707
14075	I3L2P2_HUMAN	122	14075
14552	Q9H2D0_HUMAN	144	14552
13790	L8ECE0_HUMAN	123	13790
14512	Q8TEG2_HUMAN	141	14512
13054	K7ENC5_HUMAN	116	13054
14782	A0A7S5BYT1_HUMAN	133	14782
13105	K7R1T8_HUMAN	118	13105
13071	M0R2I1_HUMAN	109	13071
13424	H3BUY4_HUMAN	124	13424
13581	Q8N849_HUMAN	127	13581
14543	Q9BR35_HUMAN	133	14543
15400	R4GMZ9_HUMAN	133	15400
13707	Q8TER9_HUMAN	118	13707
13298	A0A7S5EVT9_HUMAN	122	13298
14466	Q504W3_HUMAN	138	14466
14647	Q9H8K0_HUMAN	133	14647
13341	O95608_HUMAN	120	13341
14857	E9PQL8_HUMAN	124	14857
13870	Q6MZI1_HUMAN	124	13870
13500	F8VRJ2_HUMAN	114	13500
12662	Q6ICC1_HUMAN	112	12662
13795	Q6ZQQ9_HUMAN	135	13795
12556	Q5SXM7_HUMAN	117	12556
12111	E9PI12_HUMAN	102	12111
12831	Q9UNM4_HUMAN	114	12831
13785	Q9UEG0_HUMAN	126	13785
12584	F5H6N2_HUMAN	111	12584
12916	Q7Z488_HUMAN	118	12916
12374	H7C4U3_HUMAN	116	12374
13780	K7R1R8_HUMAN	123	13780
13559	E9PLX0_HUMAN	122	13559
11164	A0A890VTI3_HUMAN	105	11164
12738	A0A7S5EWU1_HUMAN	114	12738
14323	A0A6Q8PEY8_HUMAN	130	14323
13564	Q5VZ73_HUMAN	124	13564
12159	O15163_HUMAN	108	12159
13598	Q69YS9_HUMAN	120	13598
11939	A0A8C8V477_HUMAN	104	11939
13956	Q8N7A4_HUMAN	123	13956
13809	S4R3J9_HUMAN	133	13809
12264	E9PJM9_HUMAN	104	12264
12234	Q9BWV6_HUMAN	111	12234
12397	S4R2Y4_HUMAN	107	12397
13751	K7ES36_HUMAN	122	13751
14318	Q7Z430_HUMAN	127	14318
12067	A0A5C2GJV6_HUMAN	111	12067
12101	Q5T554_HUMAN	101	12101
12720	Q86YK2_HUMAN	109	12720
13951	I3L2W3_HUMAN	128	13951
11198	J3KRU1_HUMAN	97	11198
11252	Q9H2J6_HUMAN	106	11252
13477	Q53G57_HUMAN	131	13477
12243	Q9HCC1_HUMAN	112	12243
14038	G3V5M4_HUMAN	126	14038
13589	H0YJW0_HUMAN	121	13589
14181	U3KQR7_HUMAN	124	14181
15416	Q5TBR1_HUMAN	140	15416
12343	A0A5C2GKN0_HUMAN	113	12343
13461	F5H1N0_HUMAN	123	13461
12051	J3KRF9_HUMAN	106	12051
13518	I6QYW0_HUMAN	120	13518
12035	F5H413_HUMAN	109	12035
12825	Q53F41_HUMAN	113	12825
12843	Q9UL91_HUMAN	118	12843
12039	E9PJ27_HUMAN	110	12039
13219	Q9UL73_HUMAN	119	13219
14328	A0A5C2GL59_HUMAN	129	14328
12877	Q6IAJ1_HUMAN	119	12877
13776	M0R1M7_HUMAN	120	13776
14530	E7EVW6_HUMAN	132	14530
11156	V9H061_HUMAN	98	11156
14010	H0YMQ8_HUMAN	128	14010
13872	S4R387_HUMAN	126	13872
12224	Q8WZ91_HUMAN	113	12224
13992	C9JKI6_HUMAN	125	13992
14621	Q8WY82_HUMAN	133	14621
12914	A0A7S5C3P9_HUMAN	116	12914
12208	A0A6B9UES7_HUMAN	109	12208
14418	B7Z875_HUMAN	131	14418
12265	Q8TAS2_HUMAN	120	12265
13554	A0A7S5EVG1_HUMAN	123	13554
14126	Q8TE88_HUMAN	125	14126
14545	Q6ZP15_HUMAN	129	14545
14491	F5H3Q6_HUMAN	128	14491
12966	F8VYI3_HUMAN	121	12966
14108	Q9UE85_HUMAN	134	14108
12780	Q6ZWC0_HUMAN	121	12780
14262	H3BPE9_HUMAN	125	14262
12908	K7ESL3_HUMAN	117	12908
14631	Q9NTU9_HUMAN	128	14631
14800	L8ECE2_HUMAN	141	14800
14316	V9HW19_HUMAN	125	14316
13752	E9PI74_HUMAN	127	13752
14520	B4DMU6_HUMAN	124	14520
13644	H0Y9Z0_HUMAN	127	13644
13540	Q9NWU8_HUMAN	127	13540
12226	Q9UGP3_HUMAN	112	12226
13365	A0A7S5EVS7_HUMAN	123	13365
12882	Q6ZNN7_HUMAN	120	12882
14339	A0A8V8TNC2_HUMAN	123	14339
12378	F8WBG9_HUMAN	113	12378
12222	G3V5J6_HUMAN	102	12222
13831	B4DE05_HUMAN	132	13831
12128	I3L269_HUMAN	108	12128
13307	H0YHU2_HUMAN	117	13307
12432	A0A7I2V326_HUMAN	110	12432
12798	A0A5C2GNC6_HUMAN	119	12798
12797	C9IZ88_HUMAN	117	12797
12969	Q6FG68_HUMAN	120	12969
13639	E5RI14_HUMAN	121	13639
14100	Q8TDZ8_HUMAN	122	14100
13719	Q9UL75_HUMAN	122	13719
14354	V9H1K2_HUMAN	129	14354
12942	M0R340_HUMAN	121	12942
14544	Q9BYA3_HUMAN	127	14544
12369	K7EPB4_HUMAN	115	12369
14442	C9JCS7_HUMAN	125	14442
13366	C9JXR7_HUMAN	117	13366
13657	E7EUD5_HUMAN	126	13657
14461	Q96L49_HUMAN	130	14461
12708	S4R440_HUMAN	111	12708
14411	Q6P525_HUMAN	132	14411
14394	M0R2X8_HUMAN	129	14394
13765	A0A7S5C6Y2_HUMAN	123	13765
13338	Q0ZCF5_HUMAN	122	13338
14762	H7C346_HUMAN	126	14762
12639	A0A5C2GX83_HUMAN	113	12639
12932	S4R3N0_HUMAN	115	12932
13076	H0YEL4_HUMAN	115	13076
13812	Q9UN39_HUMAN	129	13812
13930	B4DJR2_HUMAN	135	13930
12458	A0A7S5EYI4_HUMAN	116	12458
14741	Q7Z4P7_HUMAN	127	14741
13734	H0YER8_HUMAN	120	13734
13522	G3V4W2_HUMAN	125	13522
13256	L0R5D5_HUMAN	113	13256
14784	I3L219_HUMAN	142	14784
13923	H0YCF8_HUMAN	129	13923
13318	J3QSA2_HUMAN	114	13318
12345	H3BQ73_HUMAN	119	12345
13713	Q8IZQ6_HUMAN	131	13713
14312	D6RC18_HUMAN	124	14312
14499	V9H0V8_HUMAN	129	14499
12863	Q0ZCH1_HUMAN	118	12863
14097	C9J0J3_HUMAN	130	14097
14045	A0A7S5C4Q1_HUMAN	126	14045
12765	F5H3B3_HUMAN	111	12765
12818	G3V4U1_HUMAN	122	12818
12960	H0YLA0_HUMAN	110	12960
12646	A0A7S5C6M6_HUMAN	118	12646
13571	H0YKL0_HUMAN	118	13571
12020	F8WD90_HUMAN	115	12020
14250	A0A7S5C075_HUMAN	128	14250
12776	F8WF76_HUMAN	114	12776
13748	S4R351_HUMAN	121	13748
12725	Q0ZCH7_HUMAN	117	12725
12841	H3BP21_HUMAN	119	12841
12727	Q5VWA0_HUMAN	116	12727
13700	G3V2C2_HUMAN	127	13700
14561	K7ES47_HUMAN	136	14561
12094	A0A5C2GWK8_HUMAN	111	12094
14203	M0R350_HUMAN	128	14203
13556	Q15302_HUMAN	132	13556
12756	A0A7S5EWN4_HUMAN	117	12756
11870	K7ELL9_HUMAN	104	11870
14617	Q9NZW6_HUMAN	123	14617
12099	J3QTI8_HUMAN	104	12099
14643	X5CT67_HUMAN	123	14643
12558	Q07941_HUMAN	109	12558
13258	K7EP13_HUMAN	123	13258
14240	H0Y9F3_HUMAN	121	14240
12789	F8WCI6_HUMAN	120	12789
14200	K7EQP6_HUMAN	126	14200
14673	H3BST2_HUMAN	132	14673
14083	J3QLT2_HUMAN	123	14083
11142	Q5NV82_HUMAN	104	11142
12053	M0QYC6_HUMAN	107	12053
13721	J3KRS1_HUMAN	125	13721
14619	Q5VV51_HUMAN	133	14619
12169	G9HV63_HUMAN	112	12169
12471	V9GY64_HUMAN	111	12471
12624	K7EQE2_HUMAN	113	12624
12872	Q9UL72_HUMAN	118	12872
14582	Q71RD9_HUMAN	129	14582
14007	S4R448_HUMAN	118	14007
14034	Q9HA29_HUMAN	135	14034
13146	A0A7S5C291_HUMAN	120	13146
12219	Q71UK1_HUMAN	107	12219
12630	J3QRI7_HUMAN	107	12630
12342	H0YAZ4_HUMAN	111	12342
11906	Q1ZZU4_HUMAN	106	11906
12013	J3QQM5_HUMAN	109	12013
11916	I3L497_HUMAN	106	11916
14040	K7EIV7_HUMAN	127	14040
14681	E9PNQ4_HUMAN	132	14681
12036	Q8V9K9_HUMAN	105	12036
12092	K7EJM8_HUMAN	111	12092
13588	V9H066_HUMAN	120	13588
12047	Q96JD1_HUMAN	112	12047
11919	A0A7T0LNW1_HUMAN	110	11919
11118	A0A5C2H491_HUMAN	106	11118
12273	Q8WYV7_HUMAN	103	12273
10950	A8MYG5_HUMAN	95	10950
12232	A0A6B9UES0_HUMAN	109	12232
12124	Q6P0Q3_HUMAN	115	12124
12424	A0A7I2V4D6_HUMAN	123	12424
12115	S4R3V7_HUMAN	108	12115
12084	C9JJA7_HUMAN	108	12084
12188	D6RCM9_HUMAN	108	12188
12456	M0QYG1_HUMAN	114	12456
14039	M0QYW9_HUMAN	128	14039
11991	K7EMA2_HUMAN	106	11991
12883	H0YLU2_HUMAN	114	12883
11320	Q86SV2_HUMAN	103	11320
12240	A0A5C2GYP9_HUMAN	112	12240
12415	Q9Y348_HUMAN	107	12415
12418	Q8IWQ8_HUMAN	110	12418
12822	Q04227_HUMAN	118	12822
12054	H3BN49_HUMAN	114	12054
12750	A0A5C2H3L0_HUMAN	113	12750
72689	A0A5E8_HUMAN	681	72689
135618	A0A5F9UK30_HUMAN	1277	135618
9885	Q9H3A7_HUMAN	87	9885
61812	A0A5F9UQ55_HUMAN	567	61812
55833	D5HR46_HUMAN	525	55833
151637	J3QSG7_HUMAN	1360	151637
85924	A0A5F9VB99_HUMAN	746	85924
81620	A0A5F9Z6M3_HUMAN	710	81620
21812	F8WBW9_HUMAN	199	21812
83271	B7Z2J2_HUMAN	725	83271
58696	A0A5F9ZGT0_HUMAN	526	58696
28487	H0YDK0_HUMAN	248	28487
15410	Q9H2I5_HUMAN	141	15410
20196	Q59EE3_HUMAN	180	20196
66793	A0A5F9ZGW8_HUMAN	612	66793
245524	A0A5F9ZGX0_HUMAN	2146	245524
104072	A0A5F9ZGX9_HUMAN	928	104072
85930	A0A5F9ZGY2_HUMAN	765	85930
4534	Q2PH59_HUMAN	41	4534
52678	A0A5F9ZGZ6_HUMAN	478	52678
19242	A0A5F9ZGZ7_HUMAN	174	19242
3880	A0A5F9ZH00_HUMAN	36	3880
22633	Q6ZV02_HUMAN	202	22633
112882	A0A5F9ZH10_HUMAN	1005	112882
144003	A0A5F9ZH12_HUMAN	1319	144003
101819	A0A5F9ZH14_HUMAN	908	101819
124477	A0A5F9ZH18_HUMAN	1109	124477
58426	A0A5F9ZH20_HUMAN	536	58426
81247	B4DYZ8_HUMAN	729	81247
18980	I3L362_HUMAN	168	18980
43734	A0A5F9ZH29_HUMAN	371	43734
18536	Q9UNB4_HUMAN	166	18536
16705	A0A5F9ZH42_HUMAN	141	16705
22347	Q9UNC4_HUMAN	203	22347
42166	A0A5F9ZH45_HUMAN	377	42166
25912	A0A5F9ZH49_HUMAN	228	25912
1744	A0A5F9ZH51_HUMAN	16	1744
17052	A0A7P0TBK4_HUMAN	150	17052
8543	M0R225_HUMAN	74	8543
52171	A0A5F9ZH60_HUMAN	479	52171
7875	M0R0I7_HUMAN	68	7875
1629	Q53SX2_HUMAN	15	1629
127297	A0A5F9ZH67_HUMAN	1215	127297
27640	A0A5F9ZH71_HUMAN	241	27640
94289	A0A5F9ZH74_HUMAN	842	94289
50257	B3KVL3_HUMAN	426	50257
58505	A0A5F9ZH86_HUMAN	510	58505
62746	A0A5F9ZH87_HUMAN	542	62746
90177	A0A5F9ZH92_HUMAN	810	90177
68755	A0A5F9ZH95_HUMAN	608	68755
24483	A0A5F9ZH98_HUMAN	229	24483
119162	A0A5F9ZH99_HUMAN	1060	119162
20263	Q27H88_HUMAN	176	20263
87981	A0A5F9ZHA4_HUMAN	777	87981
68709	A0A5F9ZHB2_HUMAN	591	68709
7705	Q8WYR6_HUMAN	67	7705
18369	A0A5F9ZHC6_HUMAN	163	18369
15605	M0QYX4_HUMAN	139	15605
58799	A0A5F9ZHD0_HUMAN	550	58799
17378	A0A5F9ZHD1_HUMAN	154	17378
32413	A0A5F9ZHD3_HUMAN	281	32413
87211	A0A5F9ZHD7_HUMAN	752	87211
73094	B3KNC6_HUMAN	645	73094
5313	A0A7R6M8N0_HUMAN	45	5313
16462	J3QTH6_HUMAN	148	16462
22408	A0A5F9ZHF5_HUMAN	203	22408
4794	Q9UMT9_HUMAN	42	4794
41652	A0A5F9ZHH7_HUMAN	379	41652
62913	H3BT57_HUMAN	568	62913
42269	A0A5F9ZHI8_HUMAN	387	42269
33505	C9IYA4_HUMAN	302	33505
19656	Q96TB6_HUMAN	180	19656
49834	Q5SVZ7_HUMAN	461	49834
56427	G5E9K5_HUMAN	496	56427
69471	A0A5F9ZHN7_HUMAN	609	69471
43475	A0A5F9ZHP1_HUMAN	377	43475
89126	A0A5F9ZHP5_HUMAN	795	89126
22002	O95211_HUMAN	201	22002
165188	A0A5F9ZHR3_HUMAN	1424	165188
31193	A0A8Q3WLX8_HUMAN	270	31193
36487	Q8NCP8_HUMAN	319	36487
7524	K7ERQ3_HUMAN	66	7524
7545	Q8N675_HUMAN	69	7545
23169	B7ZKW4_HUMAN	219	23169
16575	Q6ZTF0_HUMAN	152	16575
65685	A0A6Q8PHK1_HUMAN	555	65685
112760	A0A5F9ZHV4_HUMAN	1001	112760
8605	H0Y968_HUMAN	82	8605
67483	B3KNG7_HUMAN	599	67483
127220	A0A5F9ZHW5_HUMAN	1178	127220
107441	A0A5F9ZHW6_HUMAN	946	107441
122424	A0A5F9ZHW8_HUMAN	1105	122424
88230	A0A5F9ZHW9_HUMAN	766	88230
125942	A0A5F9ZHX3_HUMAN	1167	125942
15372	C9J6N9_HUMAN	135	15372
44458	A0A5F9ZHX9_HUMAN	395	44458
34413	A0A8Q3SI42_HUMAN	304	34413
26292	A0A5F9ZHZ9_HUMAN	233	26292
40190	Q5SQQ7_HUMAN	357	40190
25214	A0A5F9ZI10_HUMAN	221	25214
43801	A0A5F9ZI12_HUMAN	393	43801
17456	B4DM94_HUMAN	147	17456
29254	Q59EJ6_HUMAN	259	29254
36996	B3KTQ8_HUMAN	353	36996
44171	A0A5F9ZI23_HUMAN	408	44171
5497	A0A5F9ZI27_HUMAN	51	5497
53433	I3L3F1_HUMAN	475	53433
74738	A0A5F9ZI41_HUMAN	670	74738
156868	A0A5F9ZI45_HUMAN	1440	156868
176869	A0A5F9ZI52_HUMAN	1528	176869
7915	Q572P2_HUMAN	67	7915
15975	B4DJR1_HUMAN	141	15975
42185	A0A5F9ZI76_HUMAN	379	42185
46223	A0A5H1ZRP1_HUMAN	410	46223
111638	A0A5H1ZRP7_HUMAN	970	111638
141774	A0A5H1ZRP9_HUMAN	1230	141774
141399	A0A5H1ZRQ1_HUMAN	1225	141399
1774	A0A5H1ZRQ5_HUMAN	18	1774
143215	A0A5H1ZRQ8_HUMAN	1243	143215
52644	A0A5H1ZRR2_HUMAN	475	52644
1849	Q8WXZ7_HUMAN	16	1849
1851	D6RE74_HUMAN	17	1851
1833	Q96KQ2_HUMAN	16	1833
128978	A0A5H1ZRR9_HUMAN	1115	128978
14976	B5MC79_HUMAN	136	14976
1751	X2C0Y6_HUMAN	15	1751
25386	Q49A56_HUMAN	218	25386
25702	Q7Z3Y4_HUMAN	236	25702
25318	A0A5H2UDF3_HUMAN	220	25318
21579	D9UAW7_HUMAN	183	21579
25303	A0A649ZUI0_HUMAN	220	25303
9409	K7RE68_HUMAN	82	9409
21395	B1AKL5_HUMAN	188	21395
21451	E7CYG1_HUMAN	183	21451
21459	H0YCL6_HUMAN	203	21459
25402	A0A5H2UG08_HUMAN	220	25402
25511	A0A5H2UGV1_HUMAN	220	25511
9469	V5NW17_HUMAN	83	9469
25222	A0A5H2URN4_HUMAN	219	25222
25663	B4DJE7_HUMAN	232	25663
25494	A0A5H2URR2_HUMAN	220	25494
25347	V9GY82_HUMAN	227	25347
25295	Q8IWJ3_HUMAN	212	25295
26815	O95317_HUMAN	231	26815
25645	B4DYQ8_HUMAN	225	25645
25500	Q96S02_HUMAN	246	25500
25681	A0A7P0Z4I2_HUMAN	228	25681
25259	A0A5H2UZN6_HUMAN	220	25259
21272	H0YG09_HUMAN	200	21272
25483	F1CT76_HUMAN	220	25483
25404	H0YIC1_HUMAN	228	25404
25343	H0YHB7_HUMAN	233	25343
31408	U3R9Y1_HUMAN	273	31408
39142	A0A5J6BVL6_HUMAN	349	39142
6275	A0A5J6CXI4_HUMAN	59	6275
26031	B5MCZ4_HUMAN	230	26031
9438	S4R332_HUMAN	88	9438
65000	A0A5J6DSN8_HUMAN	562	65000
39326	A0A5J6V0W7_HUMAN	349	39326
23052	U3KQV4_HUMAN	197	23052
22746	X6RDF7_HUMAN	211	22746
39672	A0A5J6VAR0_HUMAN	352	39672
48959	B7Z6L2_HUMAN	443	48959
33610	D6RAL0_HUMAN	305	33610
31923	Q99483_HUMAN	274	31923
30317	A0A5J6WHR0_HUMAN	269	30317
27219	Q6ZNW9_HUMAN	232	27219
1143	P78484_HUMAN	9	1143
10110	A0A804HI68_HUMAN	88	10110
