	ComplexID	ComplexName	GO ID	GO description	NumSubunits
3220	8239	PPIE-AQR-XAB2-ISY1-ZNF830 complex	GO:0000398	mRNA splicing, via spliceosome	5
3221	8240	BIRC5-XIAP complex	GO:0042981;GO:0010498	regulation of apoptotic process;proteasomal protein catabolic process	2
3222	8241	PPIH-PRPF4 complex	GO:0000398	mRNA splicing, via spliceosome	2
3223	8242	PPIH-PRPf18 complex	GO:0000398	mRNA splicing, via spliceosome	2
3224	8244	PPP1CA-PNUTS-TOX4-WDR82 complex	None	None	4
3225	8245	PPP1CB-PNUTS-TOX4-WDR82 complex	GO:1902275	regulation of chromatin organization	4
3226	8246	PPP1CC-PNUTS-TOX4-WDR82 complex	GO:1902275	regulation of chromatin organization	4
3227	8247	EIF2S1-NCK1-PPP1CA-PPP1R15B complex	GO:0070262	peptidyl-serine dephosphorylation	4
3228	8248	RPA1-RPA2-RPA3-XPA complex	GO:0006289	nucleotide-excision repair	4
3229	8249	CETN2-RAD23B-XPC complex	GO:0006289;GO:0005634	nucleotide-excision repair;nucleus	3
3230	8250	CETN2-RAD23A-XPC complex	GO:0005634;GO:0006289	nucleus;nucleotide-excision repair	3
3231	8251	RAN-RANBP3-XPO1 complex	GO:0006611;GO:0005737;GO:0005634	protein export from nucleus;cytoplasm;nucleus	3
3232	8252	RAN-XPO4 complex	GO:0006611;GO:0005737;GO:0005634	protein export from nucleus;cytoplasm;nucleus	2
3233	8253	DCTN1-OSBPL1A-RAB7A-RILP complex	GO:0005770;GO:0043231	late endosome;intracellular membrane-bounded organelle	4
3234	8254	RAN-XPO5 complex	GO:0006611;GO:0005737;GO:0005634;GO:0006405	protein export from nucleus;cytoplasm;nucleus;RNA export from nucleus	2
3235	8255	DNAJB12-DNAJB14-HSPA8-SGTA complex	GO:0046718;GO:1903513;GO:0036503	viral entry into host cell;endoplasmic reticulum to cytosol transport;ERAD pathway	4
3236	8256	DNAJB12-DNAJB14 complex	GO:0005789;GO:1903513	endoplasmic reticulum membrane;endoplasmic reticulum to cytosol transport	2
3237	8257	RAN-XPO6 complex	GO:0006611;GO:0005634;GO:0005737	protein export from nucleus;nucleus;cytoplasm	2
3238	8258	RAN-XPO7 complex	GO:0005737;GO:0006611;GO:0005634	cytoplasm;protein export from nucleus;nucleus	2
3239	8259	RAN-XPOT complex	GO:0006405;GO:0005737;GO:0005634	RNA export from nucleus;cytoplasm;nucleus	2
3240	8260	IPO4-RAN complex	GO:0005634;GO:0005737;GO:0006606	nucleus;cytoplasm;protein import into nucleus	2
3241	8261	IPO5-RAN complex	GO:0005737;GO:0005634;GO:0006610	cytoplasm;nucleus;ribosomal protein import into nucleus	2
3242	8262	IPO7-RAN complex	GO:0006610;GO:0005737;GO:0005634	ribosomal protein import into nucleus;cytoplasm;nucleus	2
3243	8263	IPO11-RAN complex	GO:0006606;GO:0005737;GO:0005634	protein import into nucleus;cytoplasm;nucleus	2
3244	8264	IPO13-RAN complex	GO:0005737;GO:0005634;GO:0006606;GO:0006611	cytoplasm;nucleus;protein import into nucleus;protein export from nucleus	2
3245	8266	PPP3CB-PPP3R1 complex	GO:0006468	protein phosphorylation	2
3246	8267	DNAJB14-HSPA1-HSPH8-SGTA complex	GO:0036503;GO:0046718;GO:0030163;GO:1903513;GO:0045087;GO:0019048	ERAD pathway;viral entry into host cell;protein catabolic process;endoplasmic reticulum to cytosol transport;innate immune response;modulation by virus of host process	4
3247	8268	PPP3CC-PPP3R1 complex	None	None	2
3248	8270	CCNK-CDK13 complex	GO:0006355;GO:0046718	regulation of DNA-templated transcription;viral entry into host cell	2
3249	8271	CCNK-CDK12 complex	GO:0006355;GO:0042772;GO:0006974	regulation of DNA-templated transcription;DNA damage response, signal transduction resulting in transcription;cellular response to DNA damage stimulus	2
3250	8272	RAB8A-TNPO1 ciliary transport complex	GO:0042073	intraciliary transport	2
3251	8273	CTLH complex	GO:0043130;GO:0006511	ubiquitin binding;ubiquitin-dependent protein catabolic process	9
3252	8274	IPO9-RAN complex	GO:0006610;GO:0005737;GO:0005634	ribosomal protein import into nucleus;cytoplasm;nucleus	2
3253	8275	IPO8-RAN complex	GO:0006606;GO:0005737;GO:0005634	protein import into nucleus;cytoplasm;nucleus	2
3254	8276	IPO7-KPNB1 complex	GO:0006606;GO:0005737;GO:0005634	protein import into nucleus;cytoplasm;nucleus	2
3255	8277	TC45-p65 complex	GO:1901222	regulation of NIK/NF-kappaB signaling	2
3256	8278	ASAP1-RAB11A-RAB11FIP3 complex	GO:0055037	recycling endosome	3
3257	8280	AIM2 PANoptosome complex	GO:0061702;GO:0042742;GO:0051607;GO:0045087;GO:0002221;GO:0050727;GO:0042981;GO:1990784	inflammasome complex;defense response to bacterium;defense response to virus;innate immune response;pattern recognition receptor signaling pathway;regulation of inflammatory response;regulation of apoptotic process;response to dsDNA	9
3258	8281	CASP8-FLIP(L) complex	GO:0006915	apoptotic process	2
3259	8282	GUCY2D-RD3 complex	GO:0004383;GO:0007601	guanylate cyclase activity;visual perception	2
3260	8286	TNFR1-signaling complex I, membrane-bound	GO:0033209;GO:0005886;GO:0051092;GO:0050727;GO:0060548;GO:0043066	tumor necrosis factor-mediated signaling pathway;plasma membrane;positive regulation of NF-kappaB transcription factor activity;regulation of inflammatory response;negative regulation of cell death;negative regulation of apoptotic process	5
3261	8288	Pro-death complex II, cytosolic	GO:0006915;GO:0033209;GO:0050727;GO:0005737	apoptotic process;tumor necrosis factor-mediated signaling pathway;regulation of inflammatory response;cytoplasm	6
3262	8290	RAN-TNPO3 complex	GO:0006606;GO:0005737;GO:0005634	protein import into nucleus;cytoplasm;nucleus	2
3263	8293	RAN-TNPO1 complex	GO:0006606;GO:0005737;GO:0005634	protein import into nucleus;cytoplasm;nucleus	2
3264	8294	PANoptosome	GO:0045087;GO:0002221;GO:0051607;GO:0042742;GO:0061702;GO:0050727;GO:0042981;GO:0043067	innate immune response;pattern recognition receptor signaling pathway;defense response to virus;defense response to bacterium;inflammasome complex;regulation of inflammatory response;regulation of apoptotic process;regulation of programmed cell death	7
3265	8296	RIPK3-ZBP1 complex	GO:0045087;GO:0051607;GO:0043067;GO:0002221;GO:0051092;GO:0032481;GO:0097300;GO:1990784	innate immune response;defense response to virus;regulation of programmed cell death;pattern recognition receptor signaling pathway;positive regulation of NF-kappaB transcription factor activity;positive regulation of type I interferon production;programmed necrotic cell death;response to dsDNA	2
3266	8299	RAN-RANBP1 complex	GO:0006913;GO:0005737	nucleocytoplasmic transport;cytoplasm	2
3267	8300	RAN-RANBP1-RCC1 complex	GO:0000278	mitotic cell cycle	3
3268	8301	AIPL1 chaperone complex	GO:0061077;GO:0007601	chaperone-mediated protein folding;visual perception	4
3269	8302	FADDosome complex, TRAIL-R induced	GO:0007249;GO:0001816	I-kappaB kinase/NF-kappaB signaling;cytokine production	3
3270	8303	GRIN1-GRIN2b-PPR7	GO:0048167	regulation of synaptic plasticity	3
3271	8305	PP6 holoenzyme	GO:0007346	regulation of mitotic cell cycle	8
3272	8306	Ragulator complex	GO:0005765;GO:1904263;GO:0043408;GO:0071230	lysosomal membrane;positive regulation of TORC1 signaling;regulation of MAPK cascade;cellular response to amino acid stimulus	3
3273	8307	Ragulator-Rag complex	GO:0005765;GO:1904263;GO:0071230	lysosomal membrane;positive regulation of TORC1 signaling;cellular response to amino acid stimulus	5
3274	8308	PCGF5\u2013RING1B\u2013UBE2D3 complex	None	None	3
3275	8309	BRCA2-PALB2-RAD51-RAD51C-XRCC3 complex	GO:0000724	double-strand break repair via homologous recombination	5
3276	8310	mTORC1-PRAS40 complex	GO:0071230;GO:0032869;GO:0031931;GO:0038202;GO:0005764;GO:0001558;GO:0042127;GO:0006468;GO:0051726	cellular response to amino acid stimulus;cellular response to insulin stimulus;TORC1 complex;TORC1 signaling;lysosome;regulation of cell growth;regulation of cell population proliferation;protein phosphorylation;regulation of cell cycle	4
3277	8311	NHEJ1-XRCC4 complex	GO:0000724	double-strand break repair via homologous recombination	2
3278	8313	PPP4C-PPP4R1 complex	GO:0004722	protein serine/threonine phosphatase activity	2
3279	8314	PPP4C-PPP4R2-PPP4R3B complex	GO:0006470;GO:0016791	protein dephosphorylation;phosphatase activity	3
3280	8315	PPP4C-PPP4R2-PPP4R3A complex	GO:0016791;GO:0006470	phosphatase activity;protein dephosphorylation	3
3281	8316	PPP4C-PPP4R4 complex	GO:0005829;GO:0004722	cytosol;protein serine/threonine phosphatase activity	2
3282	8317	AKT1-CDC37-CDK4-HSPA1A-HSP90AA1-NR3C1-PPP5C-RAF1-TSC1-TSC2 complex	None	None	10
3283	8318	HSP90AA1-TSC1-TSC2 complex	None	None	3
3284	8319	PPP6C-TRIM14-WHIP complex	GO:0045087;GO:0002221;GO:0039535;GO:0005739	innate immune response;pattern recognition receptor signaling pathway;regulation of RIG-I signaling pathway;mitochondrion	3
3285	8320	ANKRD28-PPP6C-PPP6R1 complex	None	None	3
3286	8321	ANKRD44-PPP6C-PPP6R1 complex	None	None	3
3287	8322	ANKRD28-PPP6C-PPP6R3 complex	None	None	3
3288	8323	ANKRD52-PPP6C-PPP6R1 complex	None	None	3
3289	8324	Ragulator complex	GO:0006622;GO:1904263;GO:0071230;GO:0005085;GO:0005765	protein targeting to lysosome;positive regulation of TORC1 signaling;cellular response to amino acid stimulus;guanyl-nucleotide exchange factor activity;lysosomal membrane	5
3290	8325	Ragulator-Rag complex	GO:0071230;GO:0005765;GO:1904263	cellular response to amino acid stimulus;lysosomal membrane;positive regulation of TORC1 signaling	7
3291	8326	CRX-NR2E3 complex	GO:0006351;GO:0007601	DNA-templated transcription;visual perception	2
3292	8327	mTORC2 complex (PROTOR1)	GO:0051897;GO:0006468;GO:0030307;GO:0031932;GO:0038203;GO:0007010	positive regulation of protein kinase B signaling;protein phosphorylation;positive regulation of cell growth;TORC2 complex;TORC2 signaling;cytoskeleton organization	5
3293	8328	mTORC2 complex (PROTOR2)	GO:0051897;GO:0006468;GO:0030307;GO:0031932;GO:0038203;GO:0007010	positive regulation of protein kinase B signaling;protein phosphorylation;positive regulation of cell growth;TORC2 complex;TORC2 signaling;cytoskeleton organization	5
3294	8329	IL15RA-TGFBR2 complex	None	None	2
3295	8330	KLRC1-KLRD1 complex	GO:0050776	regulation of immune response	2
3296	8331	DLD-NFE2L1-RAN complex	GO:0009314	response to radiation	3
3297	8332	AR-DTX3L-PARP9 complex	GO:0006355	regulation of DNA-templated transcription	3
3298	8333	DNMT1-UHRF1-USP7 complex	GO:0010216;GO:0016570	maintenance of DNA methylation;histone modification	3
3299	8335	GNAI1-GNB1-GNGT1-NTS-NTSR1 complex	GO:0007186	G protein-coupled receptor signaling pathway	5
3300	8336	CAV1-OCLN-PDCD6IP complex	GO:1903900	regulation of viral life cycle	3
3301	8337	GSK3B-SRPK1-WNK1 complex	GO:0006468;GO:0051169	protein phosphorylation;nuclear transport	3
3302	8338	KEAP1-NRF2 complex	GO:0006950;GO:0050727	response to stress;regulation of inflammatory response	2
3303	8339	ADCYAP1-GNAS-GNB1-GNGT1-VIPR1 complex	None	None	5
3304	8340	TTT complex	GO:0010212;GO:2001020;GO:1901976;GO:0072423	response to ionizing radiation;regulation of response to DNA damage stimulus;regulation of cell cycle checkpoint;response to DNA damage checkpoint signaling	3
3305	8341	RUVBL1-RUVBL2-DKC1 complex	GO:1905323	telomerase holoenzyme complex assembly	3
3306	8342	RUVBL1-RUVBL2-TERT complex	GO:0016887;GO:1905323	ATP hydrolysis activity;telomerase holoenzyme complex assembly	3
3307	8343	SMG1 complex	GO:0004674;GO:2000622;GO:0005737	protein serine/threonine kinase activity;regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;cytoplasm	3
3308	8344	RUVBL1-RUVBL2 complex	GO:0005634;GO:0016887	nucleus;ATP hydrolysis activity	2
3309	8345	DHFR-SHMT1-TYMS complex	GO:0006231;GO:0005829;GO:0009165	dTMP biosynthetic process;cytosol;nucleotide biosynthetic process	3
3310	8346	DRD2-GNAI1 complex	None	None	2
3311	8347	NOL11-UTP4-WDR43 complex	GO:0005730;GO:0007059	nucleolus;chromosome segregation	3
3312	8348	AP1G1-LZTFL1-TFRC complex	GO:0006886;GO:0048471	intracellular protein transport;perinuclear region of cytoplasm	3
3313	8349	EGLN3-PKM complex	GO:0001666	response to hypoxia	2
3314	8350	GPN1-GPN3 complex	GO:0003924;GO:0005525	GTPase activity;GTP binding	2
3315	8351	ANXA2-MMP2-WFDC2 complex	GO:0016477	cell migration	3
3316	8352	SMAD3-SMAD4-SKIL complex	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	3
3317	8353	RAB24-RAB27A-RILP complex	GO:0008333	endosome to lysosome transport	3
3318	8354	RHOH-CTNND1 complex	None	None	2
3319	8355	AP2-PICALM adaptor complex	GO:0006914;GO:0072583;GO:0030119;GO:0038024	autophagy;clathrin-dependent endocytosis;AP-type membrane coat adaptor complex;cargo receptor activity	4
3320	8356	LTO1-YAE1 complex	GO:0097428	protein maturation by iron-sulfur cluster transfer	2
3321	8357	DNAJB1-HSPA4-HSPA8 complex	GO:0022411	cellular component disassembly	3
3322	8358	MDM2-RSL1D1-TP53 complex	GO:0008285	negative regulation of cell population proliferation	3
3323	8359	SMN1-TIMM50a complex	GO:0005634;GO:0051030;GO:0030532	nucleus;snRNA transport;small nuclear ribonucleoprotein complex	2
3324	8360	E2F5-RBL1-TFDP1 complex	GO:0007049;GO:0003677;GO:0035189;GO:0003700;GO:0008134	cell cycle;DNA binding;Rb-E2F complex;DNA-binding transcription factor activity;transcription factor binding	3
3325	8367	PAIP1-YBX2 complex	GO:0008494	translation activator activity	2
3326	8369	Spliceosome, C complex	GO:0071013;GO:0000398	catalytic step 2 spliceosome;mRNA splicing, via spliceosome	39
3327	8370	Spliceosome, pre-B complex	GO:0005681;GO:0000398	spliceosomal complex;mRNA splicing, via spliceosome	38
3328	8371	Spliceosome, B complex	GO:0005681;GO:0000398	spliceosomal complex;mRNA splicing, via spliceosome	43
3329	8372	Spliceosome, A complex	GO:0005681;GO:0000398	spliceosomal complex;mRNA splicing, via spliceosome	113
3330	8375	PRC1.1a complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	4
3331	8376	PRC1.1b complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	4
3332	8377	PRC1.1c complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	9
3333	8378	PRC1.1d complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	9
3334	8379	PRC1.2a complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	4
3335	8380	PRC1.2b complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	4
3336	8381	PRC1.2c complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	11
3337	8382	PRC1.3a complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	10
3338	8383	PRC1.3b complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	10
3339	8384	PRC1.4a complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	4
3340	8385	PRC1.4b complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	4
3341	8386	PRC1.4c complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	11
3342	8387	PRC1.5a complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	10
3343	8388	PRC1.5c	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	10
3344	8389	PRC1.6a complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	13
3345	8390	PRC1.6b complex	GO:0006355;GO:0035102	regulation of DNA-templated transcription;PRC1 complex	13
3346	8391	Spliceosome, E complex	GO:0000398;GO:0005681	mRNA splicing, via spliceosome;spliceosomal complex	129
3347	8393	GNB5-GPR158-RGS7 complex	GO:0007186;GO:0005886	G protein-coupled receptor signaling pathway;plasma membrane	3
3348	8394	GNB5-GPR158-RGS6 complex	GO:0007186	G protein-coupled receptor signaling pathway	3
3349	8395	GNB5-RGS7-RGS7BP complex	GO:0007186;GO:0005886	G protein-coupled receptor signaling pathway;plasma membrane	3
3350	8396	GNB5-GPR179-RGS6 complex	GO:0007186;GO:0005886;GO:1990603	G protein-coupled receptor signaling pathway;plasma membrane;dark adaptation	3
3351	8397	GNB5-GPR179-RGS7 complex	GO:0007186;GO:0005886;GO:1990603	G protein-coupled receptor signaling pathway;plasma membrane;dark adaptation	3
3352	8398	GNB5-GPR179-RGS9 complex	GO:0007186;GO:0005886;GO:1990603	G protein-coupled receptor signaling pathway;plasma membrane;dark adaptation	3
3353	8399	GNB5-GPR179-RGS11 complex	GO:0007186;GO:0005886;GO:1990603	G protein-coupled receptor signaling pathway;plasma membrane;dark adaptation	3
3354	8402	MAP3K7-TAB2 complex	GO:0043085;GO:0008047;GO:0006468	positive regulation of catalytic activity;enzyme activator activity;protein phosphorylation	2
3355	8403	NAIP-CASP9 complex	GO:0089720;GO:0043008	caspase binding;ATP-dependent protein binding	2
3356	8405	GID/CTLH ubiquitin E3 ligase complex	GO:0010499;GO:0016567;GO:0000151;GO:0061630;GO:0001558	proteasomal ubiquitin-independent protein catabolic process;protein ubiquitination;ubiquitin ligase complex;ubiquitin protein ligase activity;regulation of cell growth	10
3357	8406	GID/CTLH ubiquitin E3 ligase complex	GO:0016567;GO:0000151;GO:0061630;GO:0010499	protein ubiquitination;ubiquitin ligase complex;ubiquitin protein ligase activity;proteasomal ubiquitin-independent protein catabolic process	10
3358	8407	TCTEX1 Ca2+ channel complex	GO:0008324;GO:0006812;GO:0005216	cation transmembrane transporter activity;cation transport;ion channel activity	3
3359	8408	CSK-HSP90AA1-HSPA8 complex	GO:0090331	negative regulation of platelet aggregation	3
3360	8409	CSNK1A1-CSNK1E-NR3C2 complex	GO:0031959	mineralocorticoid receptor signaling pathway	3
3361	8410	MAGEA3-MAGEC2-TRIM28 complex	GO:0000151;GO:0006511	ubiquitin ligase complex;ubiquitin-dependent protein catabolic process	3
3362	8411	CA9-MYCBPAP complex	GO:0032456	endocytic recycling	2
3363	8412	CDC42-FCHSD2-WASL complex	GO:0060491	regulation of cell projection assembly	3
3364	8414	DOT1L-MLLT10 complex	GO:0016571	histone methylation	2
3365	8415	MTERF4-NSUN4 complex	GO:0042255;GO:0005739	ribosome assembly;mitochondrion	2
3366	8416	HFE-HJV-TFR2 complex	GO:0055072	iron ion homeostasis	3
3367	8417	SOX9-TRAP complex	GO:0006355	regulation of DNA-templated transcription	12
3368	8418	LY96-TLR4 complex	GO:0034142;GO:0045087;GO:0042742;GO:0002224;GO:0051092;GO:0045893;GO:0001530;GO:0032496	toll-like receptor 4 signaling pathway;innate immune response;defense response to bacterium;toll-like receptor signaling pathway;positive regulation of NF-kappaB transcription factor activity;positive regulation of DNA-templated transcription;lipopolysaccharide binding;response to lipopolysaccharide	2
3369	8419	MAGEA2-TRIM28 complex	GO:0006511;GO:0005634;GO:0000151	ubiquitin-dependent protein catabolic process;nucleus;ubiquitin ligase complex	2
3370	8420	Cohesin complex, incomplete (USP13, SMC3, STAG2)	GO:0016579;GO:0016567	protein deubiquitination;protein ubiquitination	3
3371	8421	LPS receptor complex	GO:0045087;GO:0034142;GO:0001530;GO:0002221;GO:0002224;GO:0042742;GO:0032496;GO:0051092;GO:0045893;GO:0031663	innate immune response;toll-like receptor 4 signaling pathway;lipopolysaccharide binding;pattern recognition receptor signaling pathway;toll-like receptor signaling pathway;defense response to bacterium;response to lipopolysaccharide;positive regulation of NF-kappaB transcription factor activity;positive regulation of DNA-templated transcription;lipopolysaccharide-mediated signaling pathway	3
