Network	GO Branch	Term	Term name	P-value	Term_size	Intersection	Expected	Observed/Expected
PIPs	MF	GO:0045182	translation regulator activity	4.81E-08	151	74	42.39	1.75
PIPs	MF	GO:0042393	histone binding	8.56E-07	237	102	66.53	1.53
PIPs	MF	GO:0140104	molecular carrier activity	3.26E-06	105	52	29.48	1.76
PIPs	MF	GO:0038024	cargo receptor activity	6.23E-04	117	50	32.85	1.52
PIPs	MF	GO:0140098	"catalytic activity, acting on RNA"	1.36E-03	417	147	117.06	1.26
PIPs	MF	GO:0016853	isomerase activity	3.71E-03	252	92	70.74	1.30
PIPs	MF	GO:0016491	oxidoreductase activity	2.64E-02	888	220	249.29	0.88
PIPs	MF	GO:0016874	ligase activity	2.57E-01	283	88	79.45	1.11
PIPs	MF	GO:0003774	cytoskeletal motor activity	3.00E-01	116	27	32.56	0.83
PIPs	MF	GO:0005215	transporter activity	6.94E-01	1462	417	410.43	1.02
PrePPI	MF	GO:0003677	DNA binding	5.76E-192	2865	1864	1143.61	1.63
PrePPI	MF	GO:0140110	transcription regulator activity	4.57E-151	2033	1363	811.51	1.68
PrePPI	MF	GO:0140096	"catalytic activity, acting on a protein"	5.37E-65	3198	1710	1276.53	1.34
PrePPI	MF	GO:0003924	GTPase activity	4.03E-48	658	445	262.65	1.69
PrePPI	MF	GO:0016740	transferase activity	7.49E-29	3074	1506	1227.04	1.23
PrePPI	MF	GO:0008092	cytoskeletal protein binding	3.12E-26	1023	572	408.35	1.40
PrePPI	MF	GO:0003723	RNA binding	2.30E-21	1679	854	670.20	1.27
PrePPI	MF	GO:0140097	"catalytic activity, acting on DNA"	6.06E-11	383	216	152.88	1.41
PrePPI	MF	GO:0009975	cyclase activity	3.01E-08	277	156	110.57	1.41
PrePPI	MF	GO:0045182	translation regulator activity	1.02E-06	151	90	60.27	1.49
PrePPI	MF	GO:0140657	ATP-dependent activity	1.63E-06	729	354	290.99	1.22
PrePPI	MF	GO:0042393	histone binding	6.74E-06	237	129	94.60	1.36
PrePPI	MF	GO:0005215	transporter activity	1.83E-05	1462	507	583.58	0.87
PrePPI	MF	GO:0008289	lipid binding	5.92E-05	836	390	333.70	1.17
PrePPI	MF	GO:0005198	structural molecule activity	2.91E-04	798	368	318.53	1.16
PrePPI	MF	GO:0016829	lyase activity	7.93E-04	538	253	214.75	1.18
PrePPI	MF	GO:0140104	molecular carrier activity	2.11E-02	105	54	41.91	1.29
PrePPI	MF	GO:0003774	cytoskeletal motor activity	2.87E-02	116	58	46.30	1.25
PrePPI	MF	GO:0016874	ligase activity	4.34E-02	283	130	112.96	1.15
PrePPI	MF	GO:0140098	"catalytic activity, acting on RNA"	1.57E-01	417	152	166.45	0.91
PrePPI	MF	GO:0038024	cargo receptor activity	1.85E-01	117	54	46.70	1.16
PrePPI	MF	GO:0016853	isomerase activity	1.95E-01	252	111	100.59	1.10
PrePPI	MF	GO:0016491	oxidoreductase activity	2.33E-01	888	337	354.46	0.95
PrePPI	MF	GO:0048018	receptor ligand activity	5.49E-01	504	208	201.18	1.03
PROPER	MF	GO:0003723	RNA binding	5.72E-200	1679	1321	743.39	1.78
PROPER	MF	GO:0048018	receptor ligand activity	6.79E-52	504	67	223.15	0.30
PROPER	MF	GO:0016740	transferase activity	2.22E-34	3074	1670	1361.04	1.23
PROPER	MF	GO:0140097	"catalytic activity, acting on DNA"	3.70E-34	383	286	169.58	1.69
PROPER	MF	GO:0140657	ATP-dependent activity	1.34E-31	729	477	322.77	1.48
PROPER	MF	GO:0140098	"catalytic activity, acting on RNA"	2.92E-31	417	301	184.63	1.63
PROPER	MF	GO:0042393	histone binding	6.47E-20	237	174	104.93	1.66
PROPER	MF	GO:0005215	transporter activity	9.04E-18	1462	492	647.31	0.76
PROPER	MF	GO:0045182	translation regulator activity	4.72E-16	151	116	66.86	1.74
PROPER	MF	GO:0008092	cytoskeletal protein binding	1.28E-15	1023	577	452.94	1.27
PROPER	MF	GO:0140096	"catalytic activity, acting on a protein"	2.65E-15	3198	1619	1415.94	1.14
PROPER	MF	GO:0009975	cyclase activity	9.10E-15	277	61	122.64	0.50
PROPER	MF	GO:0016874	ligase activity	5.35E-10	283	177	125.30	1.41
PROPER	MF	GO:0003924	GTPase activity	7.80E-09	658	364	291.34	1.25
PROPER	MF	GO:0016853	isomerase activity	4.28E-08	252	155	111.58	1.39
PROPER	MF	GO:0140104	molecular carrier activity	9.19E-08	105	74	46.49	1.59
PROPER	MF	GO:0003677	DNA binding	2.11E-06	2865	1385	1268.50	1.09
PROPER	MF	GO:0038024	cargo receptor activity	3.43E-05	117	30	51.80	0.58
PROPER	MF	GO:0016829	lyase activity	4.18E-04	538	198	238.20	0.83
PROPER	MF	GO:0016491	oxidoreductase activity	4.05E-03	888	435	393.17	1.11
PROPER	MF	GO:0140110	transcription regulator activity	1.80E-02	2033	850	900.13	0.94
PROPER	MF	GO:0003774	cytoskeletal motor activity	4.91E-02	116	62	51.36	1.21
PROPER	MF	GO:0005198	structural molecule activity	2.03E-01	798	371	353.32	1.05
PROPER	MF	GO:0008289	lipid binding	1.00E+00	836	370	370.15	1.00
ProteomeHD	MF	GO:0003723	RNA binding	3.34E-71	1679	281	91.67	3.07
ProteomeHD	MF	GO:0045182	translation regulator activity	3.52E-14	151	36	8.24	4.37
ProteomeHD	MF	GO:0140657	ATP-dependent activity	2.66E-12	729	88	39.80	2.21
ProteomeHD	MF	GO:0140097	"catalytic activity, acting on DNA"	4.57E-11	383	55	20.91	2.63
ProteomeHD	MF	GO:0048018	receptor ligand activity	3.38E-09	504	3	27.52	0.11
ProteomeHD	MF	GO:0140098	"catalytic activity, acting on RNA"	2.38E-08	417	52	22.77	2.28
ProteomeHD	MF	GO:0042393	histone binding	7.73E-08	237	35	12.94	2.70
ProteomeHD	MF	GO:0016491	oxidoreductase activity	7.09E-07	888	84	48.48	1.73
ProteomeHD	MF	GO:0016874	ligase activity	1.55E-05	283	34	15.45	2.20
ProteomeHD	MF	GO:0005215	transporter activity	6.08E-04	1462	52	79.82	0.65
ProteomeHD	MF	GO:0140104	molecular carrier activity	1.69E-03	105	14	5.73	2.44
ProteomeHD	MF	GO:0008092	cytoskeletal protein binding	2.85E-03	1023	78	55.85	1.40
ProteomeHD	MF	GO:0016853	isomerase activity	4.59E-03	252	25	13.76	1.82
ProteomeHD	MF	GO:0038024	cargo receptor activity	2.22E-02	117	1	6.39	0.16
ProteomeHD	MF	GO:0016740	transferase activity	2.67E-02	3074	194	167.83	1.16
ProteomeHD	MF	GO:0003924	GTPase activity	2.84E-02	658	49	35.92	1.36
ProteomeHD	MF	GO:0009975	cyclase activity	6.09E-02	277	8	15.12	0.53
ProteomeHD	MF	GO:0005198	structural molecule activity	7.91E-02	798	55	43.57	1.26
ProteomeHD	MF	GO:0140110	transcription regulator activity	1.34E-01	2033	96	111.00	0.86
ProteomeHD	MF	GO:0008289	lipid binding	1.39E-01	836	36	45.64	0.79
ProteomeHD	MF	GO:0140096	"catalytic activity, acting on a protein"	1.46E-01	3198	192	174.60	1.10
ProteomeHD	MF	GO:0016829	lyase activity	1.48E-01	538	37	29.37	1.26
ProteomeHD	MF	GO:0003774	cytoskeletal motor activity	5.34E-01	116	4	6.33	0.63
ProteomeHD	MF	GO:0003677	DNA binding	6.88E-01	2865	161	156.42	1.03
PTMCode2	MF	GO:0140096	"catalytic activity, acting on a protein"	1.17E-80	3198	1397	937.93	1.49
PTMCode2	MF	GO:0016740	transferase activity	5.53E-56	3074	1275	901.56	1.41
PTMCode2	MF	GO:0140110	transcription regulator activity	6.23E-36	2033	846	596.25	1.42
PTMCode2	MF	GO:0008092	cytoskeletal protein binding	1.25E-34	1023	481	300.03	1.60
PTMCode2	MF	GO:0003677	DNA binding	2.92E-30	2865	1102	840.26	1.31
PTMCode2	MF	GO:0003723	RNA binding	1.17E-29	1679	700	492.43	1.42
PTMCode2	MF	GO:0140097	"catalytic activity, acting on DNA"	3.15E-25	383	209	112.33	1.86
PTMCode2	MF	GO:0009975	cyclase activity	1.00E-16	277	147	81.24	1.81
PTMCode2	MF	GO:0005198	structural molecule activity	2.26E-16	798	341	234.04	1.46
PTMCode2	MF	GO:0048018	receptor ligand activity	2.54E-14	504	228	147.82	1.54
PTMCode2	MF	GO:0003924	GTPase activity	6.07E-14	658	282	192.98	1.46
PTMCode2	MF	GO:0008289	lipid binding	4.91E-13	836	341	245.19	1.39
PTMCode2	MF	GO:0016829	lyase activity	7.70E-13	538	235	157.79	1.49
PTMCode2	MF	GO:0042393	histone binding	2.31E-08	237	110	69.51	1.58
PTMCode2	MF	GO:0140104	molecular carrier activity	7.89E-07	105	55	30.79	1.79
PTMCode2	MF	GO:0045182	translation regulator activity	8.82E-07	151	73	44.29	1.65
PTMCode2	MF	GO:0140657	ATP-dependent activity	3.22E-05	729	265	213.80	1.24
PTMCode2	MF	GO:0038024	cargo receptor activity	4.97E-04	117	52	34.31	1.52
PTMCode2	MF	GO:0016853	isomerase activity	6.27E-04	252	99	73.91	1.34
PTMCode2	MF	GO:0003774	cytoskeletal motor activity	1.24E-01	116	26	34.02	0.76
PTMCode2	MF	GO:0016874	ligase activity	1.89E-01	283	93	83.00	1.12
PTMCode2	MF	GO:0140098	"catalytic activity, acting on RNA"	3.55E-01	417	131	122.30	1.07
PTMCode2	MF	GO:0016491	oxidoreductase activity	5.71E-01	888	268	260.44	1.03
PTMCode2	MF	GO:0005215	transporter activity	8.58E-01	1462	432	428.78	1.01
Reactome	MF	GO:0140096	"catalytic activity, acting on a protein"	1.39E-118	3198	1336	797.32	1.68
Reactome	MF	GO:0016740	transferase activity	2.37E-58	3074	1132	766.41	1.48
Reactome	MF	GO:0048018	receptor ligand activity	3.08E-54	504	287	125.66	2.28
Reactome	MF	GO:0140097	"catalytic activity, acting on DNA"	8.99E-28	383	194	95.49	2.03
Reactome	MF	GO:0009975	cyclase activity	1.76E-24	277	148	69.06	2.14
Reactome	MF	GO:0003924	GTPase activity	6.02E-21	658	272	164.05	1.66
Reactome	MF	GO:0003677	DNA binding	1.40E-17	2865	900	714.30	1.26
Reactome	MF	GO:0016829	lyase activity	7.35E-17	538	221	134.13	1.65
Reactome	MF	GO:0008092	cytoskeletal protein binding	2.25E-15	1023	366	255.05	1.43
Reactome	MF	GO:0038024	cargo receptor activity	4.48E-13	117	66	29.17	2.26
Reactome	MF	GO:0140657	ATP-dependent activity	1.06E-12	729	267	181.75	1.47
Reactome	MF	GO:0008289	lipid binding	1.10E-12	836	299	208.43	1.43
Reactome	MF	GO:0140110	transcription regulator activity	8.07E-11	2033	629	506.87	1.24
Reactome	MF	GO:0042393	histone binding	5.64E-08	237	97	59.09	1.64
Reactome	MF	GO:0016491	oxidoreductase activity	5.63E-06	888	280	221.40	1.26
Reactome	MF	GO:0005215	transporter activity	1.77E-04	1462	425	364.50	1.17
Reactome	MF	GO:0140104	molecular carrier activity	3.02E-03	105	40	26.18	1.53
Reactome	MF	GO:0016874	ligase activity	1.26E-02	283	89	70.56	1.26
Reactome	MF	GO:0003774	cytoskeletal motor activity	2.32E-02	116	40	28.92	1.38
Reactome	MF	GO:0016853	isomerase activity	1.43E-01	252	73	62.83	1.16
Reactome	MF	GO:0045182	translation regulator activity	2.57E-01	151	44	37.65	1.17
Reactome	MF	GO:0140098	"catalytic activity, acting on RNA"	3.31E-01	417	95	103.97	0.91
Reactome	MF	GO:0003723	RNA binding	4.25E-01	1679	432	418.61	1.03
Reactome	MF	GO:0005198	structural molecule activity	8.34E-01	798	196	198.96	0.99
ReactomeFI	MF	GO:0003677	DNA binding	5.28E-151	2865	2582	2046.32	1.26
ReactomeFI	MF	GO:0140110	transcription regulator activity	1.13E-138	2033	1884	1452.07	1.30
ReactomeFI	MF	GO:0140096	"catalytic activity, acting on a protein"	1.00E-65	3198	2666	2284.16	1.17
ReactomeFI	MF	GO:0016740	transferase activity	2.65E-52	3074	2531	2195.60	1.15
ReactomeFI	MF	GO:0008092	cytoskeletal protein binding	2.94E-29	1023	879	730.68	1.20
ReactomeFI	MF	GO:0003723	RNA binding	2.03E-27	1679	1383	1199.22	1.15
ReactomeFI	MF	GO:0005198	structural molecule activity	5.35E-26	798	693	569.97	1.22
ReactomeFI	MF	GO:0048018	receptor ligand activity	2.23E-25	504	455	359.98	1.26
ReactomeFI	MF	GO:0003924	GTPase activity	1.16E-22	658	574	469.97	1.22
ReactomeFI	MF	GO:0140657	ATP-dependent activity	6.61E-21	729	626	520.69	1.20
ReactomeFI	MF	GO:0140097	"catalytic activity, acting on DNA"	1.44E-18	383	344	273.56	1.26
ReactomeFI	MF	GO:0009975	cyclase activity	1.60E-17	277	255	197.85	1.29
ReactomeFI	MF	GO:0008289	lipid binding	4.35E-15	836	693	597.11	1.16
ReactomeFI	MF	GO:0042393	histone binding	1.69E-08	237	206	169.28	1.22
ReactomeFI	MF	GO:0016829	lyase activity	3.90E-08	538	439	384.27	1.14
ReactomeFI	MF	GO:0045182	translation regulator activity	1.54E-07	151	135	107.85	1.25
ReactomeFI	MF	GO:0003774	cytoskeletal motor activity	2.54E-06	116	104	82.85	1.26
ReactomeFI	MF	GO:0140104	molecular carrier activity	1.07E-05	105	94	75.00	1.25
ReactomeFI	MF	GO:0038024	cargo receptor activity	4.42E-04	117	100	83.57	1.20
ReactomeFI	MF	GO:0016874	ligase activity	5.28E-03	283	223	202.13	1.10
ReactomeFI	MF	GO:0016853	isomerase activity	2.92E-01	252	188	179.99	1.04
ReactomeFI	MF	GO:0016491	oxidoreductase activity	3.42E-01	888	647	634.25	1.02
ReactomeFI	MF	GO:0140098	"catalytic activity, acting on RNA"	4.11E-01	417	290	297.84	0.97
ReactomeFI	MF	GO:0005215	transporter activity	1.00E+00	1462	1044	1044.23	1.00
ReactomeFI(2022)	MF	GO:0140110	transcription regulator activity	9.18E-154	2033	1913	1467.92	1.30
ReactomeFI(2022)	MF	GO:0003677	DNA binding	2.28E-152	2865	2600	2068.66	1.26
ReactomeFI(2022)	MF	GO:0140096	"catalytic activity, acting on a protein"	1.48E-80	3198	2726	2309.11	1.18
ReactomeFI(2022)	MF	GO:0016740	transferase activity	2.20E-59	3074	2573	2219.57	1.16
ReactomeFI(2022)	MF	GO:0003723	RNA binding	5.40E-42	1679	1437	1212.32	1.19
ReactomeFI(2022)	MF	GO:0003924	GTPase activity	2.18E-34	658	600	475.11	1.26
ReactomeFI(2022)	MF	GO:0140657	ATP-dependent activity	1.02E-29	729	650	526.37	1.23
ReactomeFI(2022)	MF	GO:0008092	cytoskeletal protein binding	1.10E-23	1023	871	738.65	1.18
ReactomeFI(2022)	MF	GO:0005198	structural molecule activity	1.13E-22	798	690	576.19	1.20
ReactomeFI(2022)	MF	GO:0048018	receptor ligand activity	1.38E-18	504	445	363.91	1.22
ReactomeFI(2022)	MF	GO:0140097	"catalytic activity, acting on DNA"	2.00E-18	383	346	276.54	1.25
ReactomeFI(2022)	MF	GO:0042393	histone binding	5.24E-13	237	216	171.13	1.26
ReactomeFI(2022)	MF	GO:0009975	cyclase activity	1.84E-11	277	246	200.01	1.23
ReactomeFI(2022)	MF	GO:0045182	translation regulator activity	5.91E-11	151	141	109.03	1.29
ReactomeFI(2022)	MF	GO:0008289	lipid binding	4.78E-10	836	680	603.63	1.13
ReactomeFI(2022)	MF	GO:0003774	cytoskeletal motor activity	1.07E-07	116	107	83.76	1.28
ReactomeFI(2022)	MF	GO:0140104	molecular carrier activity	4.72E-07	105	97	75.81	1.28
ReactomeFI(2022)	MF	GO:0005215	transporter activity	9.55E-07	1462	1135	1055.63	1.08
ReactomeFI(2022)	MF	GO:0016829	lyase activity	5.21E-06	538	434	388.46	1.12
ReactomeFI(2022)	MF	GO:0016874	ligase activity	4.18E-05	283	234	204.34	1.15
ReactomeFI(2022)	MF	GO:0016853	isomerase activity	1.62E-04	252	208	181.96	1.14
ReactomeFI(2022)	MF	GO:0140098	"catalytic activity, acting on RNA"	5.65E-03	417	326	301.09	1.08
ReactomeFI(2022)	MF	GO:0016491	oxidoreductase activity	2.35E-02	888	671	641.18	1.05
ReactomeFI(2022)	MF	GO:0038024	cargo receptor activity	1.47E-01	117	92	84.48	1.09
SignaLink	MF	GO:0016740	transferase activity	2.65E-27	3074	2947	2803.70	1.05
SignaLink	MF	GO:0140096	"catalytic activity, acting on a protein"	7.23E-23	3198	3051	2916.79	1.05
SignaLink	MF	GO:0008092	cytoskeletal protein binding	3.45E-21	1023	1004	933.05	1.08
SignaLink	MF	GO:0003723	RNA binding	1.12E-20	1679	1624	1531.36	1.06
SignaLink	MF	GO:0140657	ATP-dependent activity	1.69E-16	729	717	664.90	1.08
SignaLink	MF	GO:0003677	DNA binding	4.91E-12	2865	2705	2613.07	1.04
SignaLink	MF	GO:0140110	transcription regulator activity	1.44E-11	2033	1931	1854.23	1.04
SignaLink	MF	GO:0003924	GTPase activity	2.21E-11	658	642	600.14	1.07
SignaLink	MF	GO:0016491	oxidoreductase activity	3.37E-11	888	859	809.92	1.06
SignaLink	MF	GO:0016874	ligase activity	2.13E-07	283	279	258.12	1.08
SignaLink	MF	GO:0140098	"catalytic activity, acting on RNA"	4.40E-07	417	406	380.33	1.07
SignaLink	MF	GO:0140097	"catalytic activity, acting on DNA"	4.04E-06	383	372	349.32	1.06
SignaLink	MF	GO:0016853	isomerase activity	1.46E-05	252	247	229.84	1.07
SignaLink	MF	GO:0016829	lyase activity	2.66E-05	538	516	490.69	1.05
SignaLink	MF	GO:0008289	lipid binding	3.43E-05	836	794	762.49	1.04
SignaLink	MF	GO:0005215	transporter activity	6.30E-04	1462	1368	1333.44	1.03
SignaLink	MF	GO:0045182	translation regulator activity	1.23E-03	151	148	137.72	1.07
SignaLink	MF	GO:0042393	histone binding	3.73E-03	237	228	216.16	1.05
SignaLink	MF	GO:0140104	molecular carrier activity	8.32E-03	105	103	95.77	1.08
SignaLink	MF	GO:0003774	cytoskeletal motor activity	1.27E-02	116	113	105.80	1.07
SignaLink	MF	GO:0048018	receptor ligand activity	2.06E-02	504	474	459.68	1.03
SignaLink	MF	GO:0009975	cyclase activity	2.44E-02	277	263	252.64	1.04
SignaLink	MF	GO:0038024	cargo receptor activity	3.33E-02	117	113	106.71	1.06
SignaLink	MF	GO:0005198	structural molecule activity	6.09E-01	798	724	727.83	0.99
SIGNOR	MF	GO:0140096	"catalytic activity, acting on a protein"	3.86E-197	3198	1572	856.77	1.83
SIGNOR	MF	GO:0016740	transferase activity	3.85E-132	3074	1396	823.55	1.70
SIGNOR	MF	GO:0140110	transcription regulator activity	1.18E-118	2033	1005	544.66	1.85
SIGNOR	MF	GO:0003677	DNA binding	3.02E-100	2865	1250	767.56	1.63
SIGNOR	MF	GO:0048018	receptor ligand activity	2.98E-42	504	278	135.03	2.06
SIGNOR	MF	GO:0009975	cyclase activity	1.60E-41	277	181	74.21	2.44
SIGNOR	MF	GO:0008092	cytoskeletal protein binding	3.29E-36	1023	456	274.07	1.66
SIGNOR	MF	GO:0016829	lyase activity	1.85E-34	538	276	144.14	1.91
SIGNOR	MF	GO:0003924	GTPase activity	2.42E-23	658	293	176.28	1.66
SIGNOR	MF	GO:0140097	"catalytic activity, acting on DNA"	2.39E-20	383	187	102.61	1.82
SIGNOR	MF	GO:0008289	lipid binding	4.70E-13	836	318	223.97	1.42
SIGNOR	MF	GO:0016874	ligase activity	6.04E-09	283	121	75.82	1.60
SIGNOR	MF	GO:0140657	ATP-dependent activity	2.87E-07	729	257	195.31	1.32
SIGNOR	MF	GO:0042393	histone binding	1.27E-06	237	98	63.49	1.54
SIGNOR	MF	GO:0045182	translation regulator activity	1.77E-06	151	68	40.45	1.68
SIGNOR	MF	GO:0016853	isomerase activity	1.52E-05	252	99	67.51	1.47
SIGNOR	MF	GO:0003723	RNA binding	1.34E-03	1679	506	449.82	1.12
SIGNOR	MF	GO:0016491	oxidoreductase activity	7.36E-03	888	273	237.90	1.15
SIGNOR	MF	GO:0005198	structural molecule activity	1.00E-02	798	246	213.79	1.15
SIGNOR	MF	GO:0140104	molecular carrier activity	1.09E-02	105	40	28.13	1.42
SIGNOR	MF	GO:0038024	cargo receptor activity	1.15E-02	117	44	31.35	1.40
SIGNOR	MF	GO:0005215	transporter activity	1.51E-02	1462	352	391.68	0.90
SIGNOR	MF	GO:0140098	"catalytic activity, acting on RNA"	1.61E-02	417	90	111.72	0.81
SIGNOR	MF	GO:0003774	cytoskeletal motor activity	1.71E-01	116	38	31.08	1.22
SPIKE	MF	GO:0003723	RNA binding	5.32E-113	1679	1277	845.29	1.51
SPIKE	MF	GO:0140096	"catalytic activity, acting on a protein"	2.95E-99	3198	2150	1610.02	1.34
SPIKE	MF	GO:0016740	transferase activity	1.14E-75	3074	2011	1547.59	1.30
SPIKE	MF	GO:0003677	DNA binding	1.71E-62	2865	1851	1442.37	1.28
SPIKE	MF	GO:0008092	cytoskeletal protein binding	2.94E-50	1023	743	515.02	1.44
SPIKE	MF	GO:0140110	transcription regulator activity	4.57E-44	2033	1318	1023.51	1.29
SPIKE	MF	GO:0140097	"catalytic activity, acting on DNA"	1.58E-36	383	311	192.82	1.61
SPIKE	MF	GO:0005198	structural molecule activity	2.04E-28	798	553	401.75	1.38
SPIKE	MF	GO:0140657	ATP-dependent activity	1.52E-23	729	498	367.01	1.36
SPIKE	MF	GO:0003924	GTPase activity	8.59E-19	658	442	331.27	1.33
SPIKE	MF	GO:0042393	histone binding	5.93E-16	237	180	119.32	1.51
SPIKE	MF	GO:0005215	transporter activity	8.91E-14	1462	599	736.04	0.81
SPIKE	MF	GO:0045182	translation regulator activity	7.00E-12	151	117	76.02	1.54
SPIKE	MF	GO:0008289	lipid binding	6.40E-11	836	513	420.88	1.22
SPIKE	MF	GO:0016874	ligase activity	1.02E-09	283	193	142.48	1.35
SPIKE	MF	GO:0016853	isomerase activity	6.33E-07	252	166	126.87	1.31
SPIKE	MF	GO:0048018	receptor ligand activity	1.57E-06	504	307	253.74	1.21
SPIKE	MF	GO:0140098	"catalytic activity, acting on RNA"	4.88E-06	417	256	209.94	1.22
SPIKE	MF	GO:0140104	molecular carrier activity	3.26E-05	105	74	52.86	1.40
SPIKE	MF	GO:0016829	lyase activity	2.33E-04	538	313	270.85	1.16
SPIKE	MF	GO:0003774	cytoskeletal motor activity	2.57E-04	116	78	58.40	1.34
SPIKE	MF	GO:0016491	oxidoreductase activity	5.09E-04	888	498	447.06	1.11
SPIKE	MF	GO:0038024	cargo receptor activity	4.14E-02	117	70	58.90	1.19
SPIKE	MF	GO:0009975	cyclase activity	8.56E-01	277	141	139.45	1.01
STRING	MF	GO:0003723	RNA binding	1.69E-03	1679	1659	1641.87	1.01
STRING	MF	GO:0003677	DNA binding	1.56E-02	2865	2819	2801.64	1.01
STRING	MF	GO:0140110	transcription regulator activity	5.53E-02	2033	2000	1988.04	1.01
STRING	MF	GO:0140657	ATP-dependent activity	7.11E-02	729	720	712.88	1.01
STRING	MF	GO:0140096	"catalytic activity, acting on a protein"	7.44E-02	3198	3141	3127.27	1.00
STRING	MF	GO:0016740	transferase activity	9.31E-02	3074	3019	3006.01	1.00
STRING	MF	GO:0016874	ligase activity	9.93E-02	283	281	276.74	1.02
STRING	MF	GO:0008092	cytoskeletal protein binding	1.01E-01	1023	1008	1000.37	1.01
STRING	MF	GO:0005198	structural molecule activity	1.10E-01	798	787	780.35	1.01
STRING	MF	GO:0140098	"catalytic activity, acting on RNA"	1.79E-01	417	412	407.78	1.01
STRING	MF	GO:0038024	cargo receptor activity	1.90E-01	117	117	114.41	1.02
STRING	MF	GO:0005215	transporter activity	1.95E-01	1462	1437	1429.67	1.01
STRING	MF	GO:0016491	oxidoreductase activity	2.40E-01	888	874	868.36	1.01
STRING	MF	GO:0003774	cytoskeletal motor activity	3.29E-01	116	112	113.43	0.99
STRING	MF	GO:0008289	lipid binding	4.70E-01	836	821	817.51	1.00
STRING	MF	GO:0042393	histone binding	5.00E-01	237	234	231.76	1.01
STRING	MF	GO:0048018	receptor ligand activity	6.44E-01	504	495	492.85	1.00
STRING	MF	GO:0016853	isomerase activity	6.66E-01	252	248	246.43	1.01
STRING	MF	GO:0003924	GTPase activity	6.84E-01	658	642	643.45	1.00
STRING	MF	GO:0140097	"catalytic activity, acting on DNA"	7.27E-01	383	376	374.53	1.00
STRING	MF	GO:0140104	molecular carrier activity	7.33E-01	105	104	102.68	1.01
