Gene Set Group	Gene Set Name	Source	Gene List (NCBI Gene IDs)	
Genetic	EFO_0006525	GWAS Catalog	"10244,102467079,9739,1548,102724623,5137,1555,84501,5142,4633,341019,51741,23070,10274,2042,9253,9254,54823,148523,5169,23090,23092,5685,79934,254528,1608,3658,161357,1621,53335,347736,254559,65125,102,104,57451,1135,100861552,1136,1138,1137,1141,1142,51319,253559,1143,118,5253,51341,58512,100101267,101928599,8344,23705,100289178,10905,6812,5789,80031,100289187,26289,1201,8882,10933,9910,6326,10425,57532,79038,10948,118980,645323,7375,9429,79068,2274,4335,101927152,1266,3831,55553,9993,6925,8973,148753,23316,1813,788,9498,5915,799,4902,123688,23338,114991,22834,2868,219956,89910,51520,22849,138050,64326,64839,23368,399687,55626,8525,55118,9044,5979,348,2914,2917,128869,8558,51057,25970,92017,145783,1912,5501,27010,51588,55174,84871,285577,80270,7567,140688,8079,79759,85397,642968,11173,10664,4522,105374644,8633,26043,149950,26053,124871,51144,1996,987,8672,203238,26093,102724601,160762,101929468,5119"	
Genetic	EFO_0006781	GWAS Catalog	"9472,2309,646023,1548,51085,9612,3983,23316,51733,346007,4774,9254,10667,23211,9518,165679,5554,105374644,9784,84665,23613,5311,6720,57537,2242,196,619207,5447,10951,1993,645323,4684,9166,101927630,2771,9429,2646,1496,217,2139,79068,4191,152940,2029,54768,284018,100874100,2166,10743,102546299,636,80125"	
Genetic	EFO_0006782	GWAS Catalog	"196,646023,5447,60490,51085,101927630,9429,118,2646,283450,64220,80125,163486"	
Genetic	EFO_0006784	GWAS Catalog	"284805,64399,10643,253461,64793,8091,79142,81575,79019,254251,55342,158257,2099,54454,80201,127579,5727,111,54901"	
Genetic	EFO_0006794	GWAS Catalog	"29952,7941,10631,9369,411,2208,2212,5159,51752,683,10924,56624,728755,23095,183,124857,105369528,340419,8778,715,64852,81494,285016,10457,730,4057,348,80222,54756,8809,3953,3570,6900,10361,9466,9723"	
Genetic	EFO_0006807	GWAS Catalog	"158219,1548,51085,23051,3083,19,5781,3990,8854,3482,28,1952,23460,116519,6311,2217,9388,8882,4018,6580,63925,283446,22837,949,9784,6581,4023,51129,85440,1600,57794,283460,404037,2244,9415,338,80339,10452,3156,2646,157273,5467,348,23387,6876,80731,53345,57572,747,23788,64241,255738"	
Genetic	EFO_0006812	GWAS Catalog	"7297,5890,3716,7173,64135,8840,87178,10125,219790,9744,2065,2322,101928337,919,50852,10666,8622,942,814,3633,128178,60468,30009,7098,8635,4026,100507582,84159,105370177,29121,260425,59338,105374540,3661,3662,26191,24145,10451,10581,1493,64599,9047,473,100506457,114904,10846,51300,100131814,2534,6760,5862,6506,23533,1776,113,1524,9844,5878,6775,7038"	
Genetic	EFO_0006925	GWAS Catalog	"9730,84619,84624,9489,29074,8854,100130967,3482,10400,56995,23460,117155,6950,39,94120,81579,4142,1071,4018,6580,6581,6582,5819,56895,56261,284358,9031,4299,5709,5071,6993,84947,154197,55512,157273,4059,348,10332,5340,1373,1119,350,51429,10726,57453,1007,4216,255738"	
Genetic	EFO_0006928	GWAS Catalog	"3232,10659,2820,29951,26053,5607,63976,9705,53353,101929582,221935,11281,101929620,22871,131034,100996635,145820,105373951"	
Genetic	EFO_0006935	GWAS Catalog	"64771,6405,2309,10891,105369490,4884,2581,64919,341019,54557,9891,120114,128826,22978,89797,64710,23499,26059,5069,100506581,84059,23261,204010,152940,64116,10228,116987,636"	
Genetic	EFO_0006937	GWAS Catalog	"11200,25890,196294,150280,2153,4331,29775,140688,26610,9686,5915,8476,29119"	
Genetic	EFO_0006939	GWAS Catalog	"143872,79875,647174,10249,171019,54796,26128,100048912,341019,28,26146,5156,220202,54828,8751,400945,124989,1607,111064647,29775,81,2138,2139,5725,6239,2145,101928035,642659,2153,114793,4601,732275,10867,124540,650,23179,652,259217,4242,2202,6299,25758,57509,400550,27303,2737,84665,154810,388795,728763,57026,89797,105372360,2762,9931,645323,8398,84687,23255,23768,51421,1763,284900,25829,54499,83690,4331,101927152,221937,8189,5361,80114,51447,255743,100506368,150280,2317,1295,80144,79633,221458,92949,11030,1301,101927704,5915,101929244,23328,10529,25890,23331,288,27436,25902,646960,1843,283446,7482,9019,51517,317761,104355139,11078,22856,2889,8522,131405,80206,144717,338773,11095,858,2909,284001,57188,339302,9577,55147,6512,55666,9586,7042,22919,7049,55691,26512,2961,55188,3480,161176,112268184,9627,1435,9113,60312,255394,85415,4016,1462,80312,29119,11200,27086,5586,4054,473,55770,2011,144347,1500,100127206,203238,63976,9201,23026,1523,26610,55289,283130,51196,23037"	
Genetic	EFO_0006940	GWAS Catalog	"11200,11078,150280,220202,54828,2317,11095,100048912,9201,120114,732275,1843,4054,28951,473,2202,144347,3837"	
Genetic	EFO_0006941	GWAS Catalog	"9735,8200,11273,11281,253461,54808,10777,26,8729,54816,339500,3127,23095,7227,10301,101926977,7750,100287559,54858,51274,5195,9807,29789,170591,254050,54887,23660,109,115,64116,401014,58489,3708,56967,3720,2186,4238,3727,8854,118425,23198,80031,8379,5310,3777,84678,6857,728780,5334,81627,2780,79068,29919,144608,55024,51460,6925,101927700,3359,23338,11060,169792,9541,64839,2890,2894,55118,22871,8028,9567,57698,25970,9586,4978,7039,5506,64901,10128,10658,8618,4016,26053,8648,6092,27086,51666,22997,10714,3036,23518,84446,10725,148979,221692"	
Genetic	EFO_0006942	GWAS Catalog	"22913,54796,124045,3662,100048912,126321,133522,949,285045,101927641,4157"	
Genetic	EFO_0007001	GWAS Catalog	"8226,6822,10095,64816,100131089,79027,63892,440275,80790,55063,254394"	
Genetic	EFO_0007005	GWAS Catalog	"100507650,6660,54790,81930,105374219,3083,23051,2063,100859921,5138,101927460,10277,2099,10293,54838,4154,55867,3643,63035,6718,3131,9792,284751,596,151126,100529239,1112,157273,79961,84570,2646,6239,8289,3172,103,10351,112,51312,3190,127,7297,57476,100506757,80005,8326,10888,4233,5771,9875,7325,5792,4774,27303,2217,4780,57523,54971,652991,25798,221895,55512,23268,84196,126695,169714,9971,550643,64757,29941,10486,402682,3837,57600,64771,1284,7942,776,22794,619279,6927,100131089,23316,6934,2328,6938,1819,541471,220963,79658,23347,22837,9526,6457,169792,124739,283460,80709,5447,22864,5972,55636,25942,5465,57178,2908,1373,54622,350,5468,339804,10599,221037,3953,124274,11124,23414,7042,55170,63876,3467,100505996,29072,63892,51092,406,80790,7064,5017,7068,266655,117155,64420,94121,6575,100128688,6581,10678,254394,11200,10184,4041,5578,6096,23504,80339,9687,9699,84456,491,100996590,1523,6646,79864,100113403"	
Genetic	EFO_0007006	GWAS Catalog	"6660,9734,23051,9228,2066,56853,83989,9753,162333,2590,101927460,9254,375341,1586,4154,23613,1605,5702,4684,389206,91,1630,5727,57451,4208,8816,3700,51319,64123,57468,6780,23166,7299,84614,26251,9870,84623,51347,8341,1687,23196,163486,80031,3745,204962,27303,259239,257194,53942,8379,84162,6854,4297,645323,9420,29906,211,338645,2775,10458,8925,10973,101927134,440034,4842,747,55534,221935,23279,100507377,5874,137970,9978,55553,773,23301,777,6925,101927700,1813,7444,57624,84251,10533,100505894,389421,27445,203062,283455,169792,8001,10562,25921,121665,94026,6474,100133205,100507480,84830,100996447,149345,10082,2915,2918,11118,11120,109729137,51057,23418,339834,102546299,121214,64900,54664,729993,9625,84894,10659,100129195,283571,5048,54715,56252,29119,27072,22978,4038,5576,1993,22986,165324,105370060,6092,196047,5079,5080,473,8672,196074,5101,1007,286205,9215"	
Genetic	EFO_0007009	GWAS Catalog	"22913,7299,283652,1800,7306,10381,23054,133522,84501,92822,6557,8997,388662,7227,4157,54849,29123,22980,3662,23250,2915,54768,126321,5119"	
Genetic	EFO_0007013	GWAS Catalog	"1952,1284,6597,399909,55785,375056,2321,8882,641649,100048912,1909,80724,348,10428,4018,255738,221692"	
Genetic	EFO_0007014	GWAS Catalog	"123745,100507064,4585,5291,92017,29970,390195,55313,56853,7189,64375,56945,146713,80731,105370333"	
Genetic	EFO_0007015	GWAS Catalog	"9185,100507266,23236,85445,23527,54984,6793,340527,146713"	
Genetic	EFO_0007056	GWAS Catalog	"115361,1859,442117,116519,2792,22986,56907,5066,113,338,9971,1075,1493,3382,55349,2904,6934,105377247"	
Genetic	EFO_0007117	GWAS Catalog	"1284,79750,2200,83737,5915,101928478,79648,114991,4016,946,10428,51390,65217,2626,4035,64839,54984,2762,84171,83660,731220,140885,1879,286042,55130,2908,286046,863,8425,92017,1012"	
Genetic	EFO_0007191	GWAS Catalog	"7170,10244,773,646,9863,1803,102724623,7444,8726,5142,8729,8986,80031,5792,9760,93986,91942,23731,5045,83894,84159,8898,22978,26059,4684,1996,7375,23120,2771,25817,2779,862,57698,57451,55534,4850,401014,253559,101927295"	
Genetic	EFO_0007627	GWAS Catalog	"11329,197187,10499,266917,81929,388650,441389,89874,9945,23034,5214"	
Genetic	EFO_0007629	GWAS Catalog	"9730,1027,151556,54790,1031,23051,2572,10767,83986,5139,5140,253461,54805,83988,1557,54810,3098,23075,7203,3626,4650,1581,63027,6195,6708,6710,11322,7227,5693,60481,169026,3651,51272,101927502,201294,84561,596,2645,53335,1112,79961,5208,2139,5211,5213,5214,6239,10336,7776,79966,23139,91748,261729,5725,79968,5728,286827,1644,111,51312,54901,9846,55930,9340,636,2180,196740,80007,57480,6801,80018,51347,5780,81556,56981,7323,7325,5794,56995,7336,23211,9901,4782,9903,6833,2740,182,23224,8379,23230,23236,196,221895,9415,3784,6655,57035,7375,389840,23250,9938,9429,27350,9943,5337,79068,56034,23269,1773,51441,5879,116985,29945,6907,4860,23293,51454,1787,55553,146691,29956,64778,6925,54542,149775,57616,100188949,6934,201501,286,541471,5917,91937,22818,10019,25893,7466,9518,164656,6453,79671,84281,7481,116028,388931,283460,9033,51531,339789,6480,1879,57178,11100,5981,25953,6497,80232,3945,92521,57707,8556,221037,56172,10095,6514,1395,51571,22901,2934,8567,196475,59269,147339,51085,29072,5524,63892,80790,10644,441242,11163,8091,23456,26018,4004,85413,421,4520,945,10162,2995,9139,948,10171,55743,4544,26053,5062,9671,8647,23499,1997,11214,26575,8660,5078,9690,3039,3043,5606,26086,84456,222183,999,23020,388588,493,246778,283131,10749,80895"	
Genetic	EFO_0007630	GWAS Catalog	"57101,9489,51092,8854,3995,253980,55848,9514,100505515,8882,2100,23224,5819,85440,54852,9415,5834,64847,26090,746,79603"	
Genetic	EFO_0007654	GWAS Catalog	"1952,339479,10725,64241,158038,348,6934,255738,79068,125"	
Genetic	EFO_0007667	GWAS Catalog	"6913,9474,9734,89874,5396,7957,79895,3097,10913,5156,4773,342184,81578,56243,140469,2235,165055,8516,6091,26059,196047,987,101928795,2911,27233,84708,1896,10352,56945,1523,90102,51319,401014,105378934,9723"	
Genetic	EFO_0007680	GWAS Catalog	"9472,5506,64771,9735,8200,905,10642,57624,9369,55843,7203,54823,55209,100506412,8751,10293,576,64067,26053,146760,23373,122830,55118,1871,1488,79446,8028,10460,79068,2274,4836,114792,6249,5096,221037,55534,8945,374900,64116,7284,23031,3064,3321,79611,11133"	
Genetic	EFO_0007701	GWAS Catalog	"80129,23556,84870,8086,6424,9885,284067,9252,7979,2099,1588,182,6711,51384,55094,65084,105370177,4041,10447,9938,10584,8792,64093,5727,9700,23660,101928687,8312,143098"	
Genetic	EFO_0007702	GWAS Catalog	"3425,284067,53834,3084,10447,101929423,3217,10418,29970,2099,5746,920"	
Genetic	EFO_0007710	GWAS Catalog	"8672,4481,105376354,29988,121256,7049,8618,5243,108,3927,115825,948,6326,199223,203062,54715,101929567"	
Genetic	EFO_0007761	GWAS Catalog	"100507521,23042,51085,221711,19,3990,8854,1559,255738,2590,79648,1952,3619,100506409,9388,4023,9784,85440,57794,146894,6484,2646,23383,1496,157273,64215,3931,348,1374,53345,7398,6631,745,221037,26608,54898,80122"	
Genetic	EFO_0007778	GWAS Catalog	"105369860,7301,1286,1800,54922,779,80267,140685,8974,57619,7704,4634,84890,285857,93986,554279,10283,26289,10291,81846,9784,4926,10818,2628,196,26053,5447,10576,4306,55636,149076,23254,2646,64215,2523,8028,8029,54622,1373,84961,83938,3043,9960,130026,497258,6251,54897,55154,10867,10874,57597,23166"	
Genetic	EFO_0007783	GWAS Catalog	"1027,221188,3205,58499,160140,84626,2323,728724,23189,11030,129685,81558,647087,8115,252983,8379,8763,22974,3784,317649,596,4055,5719,7015,63976,101927921,7157,8439,57337,4863"	
Genetic	EFO_0007785	GWAS Catalog	"80129,23042,387332,105371786,78995,205717,5144,101928227,389668,643749,9252,64682,7979,4140,125228,23090,2099,3381,79797,182,51384,140733,105370177,26052,56776,53834,59338,101929423,10447,10584,8792,1369,1496,4088,8312,8939,90488,23293"	
Genetic	EFO_0007796	GWAS Catalog	"100048912,80018,23316,5781,3482,80031,9760,6311,123688,4018,9907,6581,6582,4023,5045,4158,3777,100131138,5447,57673,260425,3658,9807,29780,348,9183,3949,1136,1137,1138,1143,3064"	
Genetic	EFO_0007800	GWAS Catalog	"27143,54796,102724623,5137,79890,7187,5649,2065,5142,11281,3096,54808,26,28,2590,150577,50,201266,55858,7227,5184,51274,201292,9807,3667,254042,9312,54881,23140,284260,3175,9320,104,399979,23660,9837,27247,111,115,7284,64116,51319,253559,2175,9863,2696,9866,84619,2186,4238,100101267,55959,8344,57497,10903,29855,9378,23211,9901,9903,176,26289,57521,50863,204474,5819,54970,27327,3777,5314,1739,645323,3790,8398,25816,10458,79068,23261,6886,8428,55534,29951,4864,129285,644873,64778,219402,1806,272,101927700,102724373,6934,105372950,22808,57113,55582,55596,146223,22837,100506421,284485,64839,23373,55118,117583,1871,8019,80726,22871,158038,348,282973,8028,5468,57698,57188,6514,11137,10117,59269,64901,84870,55690,83851,80267,10642,406,55705,1434,10144,4001,83873,26018,10658,51621,9637,51105,9649,80309,26040,80312,56252,167359,4035,26053,390598,9671,23499,463,6096,55255,85464,473,131034,10207,9697,203238,728039,23017,57337,55806"	
Genetic	EFO_0007817	GWAS Catalog	"105370177,51780,55016,4842,55667,9204,22998,389015,3098,219995,8732,114781,286"	
Genetic	EFO_0007822	GWAS Catalog	"143872,10752,23043,6660,283652,9734,2567,285704,100506115,54796,3084,171023,100048912,79890,3603,253461,84501,83478,5144,3609,2588,7709,83999,6687,347689,4140,222255,63027,1075,9780,3638,7227,4157,5695,54849,2115,101929541,55366,71,79944,285768,5195,3662,105379407,157273,161882,64089,23130,2651,2649,84059,8289,23654,9321,1130,1643,100529261,84079,60529,4724,54901,120,8313,157310,2175,102724224,7299,54407,341640,124044,10381,255119,84627,105378966,5784,53405,7837,79007,123041,10913,160419,56996,4774,55291,101060264,172,79026,140467,25778,23224,282809,54971,27324,4286,2242,116931,5314,221895,197320,2250,2762,197322,403150,81615,84174,8412,79068,57568,55014,746,25834,101927152,51447,763,25853,55553,5890,101929222,7430,1800,5894,8464,285456,80144,57619,23313,57107,219931,8476,1312,23329,23328,440101,29992,374569,3881,255275,57644,6446,8495,10544,90933,387893,22839,101928248,10043,6461,100874047,9542,100874059,50507,55117,399694,25939,124245,339287,8537,57178,3929,860,54622,863,55647,57185,11105,2915,342372,8036,126820,57706,6507,57194,8558,51057,9586,9590,5494,148345,2937,57724,22913,23432,4488,140683,8082,63892,8085,1942,64919,5017,7068,166824,8626,7091,378805,81846,8631,27065,84925,960,221120,340419,22980,29123,4035,56776,79817,4041,7629,22990,11214,26064,5074,26579,55252,5077,9686,79832,55769,55770,3033,256987,9694,51678,135138,483,11234,388581,203238,26084,84456,51176,51693,100996590,100874222,55790,2036,1013,57338,2043,27132,4093,5119"	
Genetic	EFO_0007828	GWAS Catalog	"54914,114818,79750,202374,8715,23051,102467213,57486,9228,55691,7444,100996630,728215,131096,9369,1946,285343,51363,80036,8618,22828,23215,9910,57528,7225,23613,80318,283455,85441,57282,7746,9925,9415,2249,2762,5578,25802,5066,283856,1232,66000,2903,473,114781,10207,55137,149345,7014,1000,9581,100996590,101927285,23414,253559,5368,3062,64506,3061"	
Genetic	EFO_0007841	GWAS Catalog	"55297,79875,9734,54796,168975,2070,199704,116255,124906016,101928992,40,8751,400950,23094,7227,101928509,64078,285780,399959,100270679,8291,79974,27241,10352,54897,56945,6259,401014,102724224,132,5253,57484,653,728724,57494,84125,163486,64682,137902,6832,2737,5314,89795,79047,3790,79068,101928165,23293,1789,6913,55553,60678,1295,8464,128272,221458,89874,22801,1808,146713,23322,800,101928228,7979,4920,22841,130367,169792,10056,54617,90459,644444,1896,23418,253827,57224,63892,642968,8091,7579,8092,8607,55711,100128682,79804,105378763,27086,196047,5077,84952,50649,64478,10718,93664,83938,400359,63976,6121,491,27115,23022,157680,55799,124901880,2042,647166"	
Genetic	EFO_0007842	GWAS Catalog	"6913,105370503,3084,9745,163486,7979,201134,8751,400950,101928509,169792,55617,104310351,100505566,83938,9826,101928165,401014,51319,23418,100506622"	
Genetic	EFO_0007843	GWAS Catalog	"55297,91522,5890,283652,11141,81794,9734,101929608,114825,655,8464,221458,10231,728724,63892,83478,10395,101927195,7837,136227,9901,2737,400945,4920,7227,100128317,84159,832,5314,79047,53834,6091,105378763,101927115,27086,25937,152404,5077,4438,100270679,10580,157273,5081,860,5727,93664,8291,57188,101928165,23397,63976,4585,157680,8945,148979,55799,91133"	
Genetic	EFO_0007845	GWAS Catalog	"5890,4163,89795,83938,60678,145389,4046,10352,9648,10225,728724,158326,2263,23322,23418"	
Genetic	EFO_0007849	GWAS Catalog	"253827,1803,84107,3339,7444,23586,10150,48,4915,51384,3257,7225,84795,55107,91461,27077,1607,57545,10581,348,10335,54756,9457,2042,51196"	
Genetic	EFO_0007858	GWAS Catalog	"220929,2946,100996485,8600,800,171425,254251,8751,169792,105370177,253769,26059,5069,196047,6867,399959,8792,10352,56945,1265,23028,7798,401014"	
Genetic	EFO_0007865	GWAS Catalog	"6688,55777,10658,10564,5253,2186,6925,1809,2066,51347,2037,219959,473,6780,101927134"	
Genetic	EFO_0007869	GWAS Catalog	"401409,6660,8708,5126,9228,2066,56853,203286,339479,83992,9753,51735,51225,162333,2590,10783,10274,101927460,127138867,4154,23613,7745,1605,5702,4684,157273,91,1630,5727,5740,8816,3697,57459,51319,253559,64123,57468,6780,23166,7299,84614,23174,2186,26251,9870,84623,51347,129684,1687,8347,56990,80031,3745,27303,145581,54963,53942,6854,4297,645323,9420,4306,29906,211,3798,2775,10458,8925,10973,101927134,10978,440034,6886,4842,747,8428,10475,200942,221935,55534,100507377,5874,137970,23279,29953,55553,773,23301,255239,777,6925,781,51473,253714,101927700,1813,7444,57624,1310,64288,100505894,29994,84779,389421,27445,283446,203062,101927229,169792,25921,283460,10564,94026,57684,100133205,158038,641364,100507480,90459,23387,286046,84830,10082,2915,2918,9577,55661,11118,11120,51057,339834,102546299,51075,54664,729993,406,9625,1434,8091,84894,10659,100129195,10669,80816,105374644,83892,5048,8633,54715,2492,56252,29119,27072,26053,4038,1993,22986,165324,27086,463,462,196047,5587,5079,473,8672,5101,1007,55799,4088,203259,286205,9215"	
Genetic	EFO_0007874	GWAS Catalog	"23040,7681,100506115,55300,285195,7180,3084,54798,9228,5136,9745,5140,101927957,56341,10775,23576,83479,8216,79895,28,101926941,283677,51741,26137,23074,10277,9254,252969,9771,100996654,51760,201266,9779,11315,127138867,728642,56899,339529,1612,101929549,284751,1615,4175,100422737,160335,2132,169044,7253,401492,5203,253017,2650,105376348,26207,1124,56934,120935,27241,132203,1131,132204,160364,84077,6767,54897,114800,84083,9844,57460,401014,27255,51312,105378425,404093,23682,6788,284805,390790,57476,643723,137868,57493,23190,144535,23704,2201,9369,118427,5789,123041,3749,6310,5799,57512,5797,81578,101928616,7852,5293,5298,23224,92346,57533,4286,25791,57537,9922,23037,7364,9411,284358,1733,54984,65217,54986,5314,204,54477,57037,84174,119504,9425,105378516,23765,79572,57045,100506622,283349,79066,5336,732,1756,51422,283358,3293,2272,161502,79068,84708,4836,51430,200933,9448,7399,23274,79083,55024,753,1265,55027,116984,80122,116987,7421,121601,101927686,776,64778,9482,1804,781,6096,89874,23315,57626,5915,57628,28957,253738,387882,4908,815,80176,11057,101928241,4915,6453,116028,11069,9024,79683,3908,25925,8518,57158,55114,2893,80206,57167,84816,2898,118611,4437,253782,10071,23389,8029,100874079,283487,342372,103724390,57707,92017,22906,196475,102546299,11133,6014,4992,91522,55171,253827,59269,79750,29063,905,7049,56204,11149,286094,116113,22930,3475,55188,23443,346007,5527,921,64410,101928858,283547,285598,7077,8618,79789,8622,81839,10160,1457,79794,8626,388021,7093,81849,6586,54715,153020,140733,29119,105372097,6595,246213,22986,22987,23499,5581,8650,5583,79823,10699,55762,4045,101929428,80852,200150,84951,104355287,11222,105375706,55770,2515,10718,64478,23518,123872,84966,55784,105372138,11245,1006,84976,10225,1010,27124,1012,10231,83449,57338,6653,27134"	
