index,Network,Performance,method,num_nets,min_nets,Group,GeneSet,Comparator,Disease
EFO_0600088,OC_nocite_7__composite_min2,17.64251916728489,OC,7,2,NOCITE,Genetic,False,6501
EFO_0803317,OC_nocite_7__composite_min2,7.237373809920546,OC,7,2,NOCITE,Genetic,False,6502
EFO_0803367,OC_nocite_7__composite_min2,9.878107927624844,OC,7,2,NOCITE,Genetic,False,6503
EFO_0803370,OC_nocite_7__composite_min2,10.484168075374392,OC,7,2,NOCITE,Genetic,False,6504
EFO_0803539,OC_nocite_7__composite_min2,55.51529497953888,OC,7,2,NOCITE,Genetic,False,6505
EFO_0803540,OC_nocite_7__composite_min2,7.869495705064024,OC,7,2,NOCITE,Genetic,False,6506
EFO_0803541,OC_nocite_7__composite_min2,8.595232501234728,OC,7,2,NOCITE,Genetic,False,6507
EFO_0803544,OC_nocite_7__composite_min2,4.645529160646989,OC,7,2,NOCITE,Genetic,False,6508
EFO_0803546,OC_nocite_7__composite_min2,22.931747690445103,OC,7,2,NOCITE,Genetic,False,6509
EFO_0803547,OC_nocite_7__composite_min2,19.976671567736474,OC,7,2,NOCITE,Genetic,False,6510
EFO_0803548,OC_nocite_7__composite_min2,9.874588398247267,OC,7,2,NOCITE,Genetic,False,6511
EFO_1000566,OC_nocite_7__composite_min2,41.95262485570407,OC,7,2,NOCITE,Genetic,False,6512
EFO_1000786,OC_nocite_7__composite_min2,14.259869707610738,OC,7,2,NOCITE,Genetic,False,6513
EFO_1001486,OC_nocite_7__composite_min2,61.59263665084186,OC,7,2,NOCITE,Genetic,False,6514
EFO_1001488,OC_nocite_7__composite_min2,0.6365717302903466,OC,7,2,NOCITE,Genetic,False,6515
EFO_1001870,OC_nocite_7__composite_min2,12.886887090607866,OC,7,2,NOCITE,Genetic,False,6516
EFO_1001976,OC_nocite_7__composite_min2,23.19568810894982,OC,7,2,NOCITE,Genetic,False,6517
EFO_1002011,OC_nocite_7__composite_min2,24.975835902001357,OC,7,2,NOCITE,Genetic,False,6518
GO_0006306,OC_nocite_7__composite_min2,14.22116249951605,OC,7,2,NOCITE,Genetic,False,6519
GO_0007568,OC_nocite_7__composite_min2,3.33485954541448,OC,7,2,NOCITE,Genetic,False,6520
HP_0000131,OC_nocite_7__composite_min2,3.7132234324575615,OC,7,2,NOCITE,Genetic,False,6521
HP_0000155,OC_nocite_7__composite_min2,58.825724366438806,OC,7,2,NOCITE,Genetic,False,6522
HP_0000539,OC_nocite_7__composite_min2,35.3482781240884,OC,7,2,NOCITE,Genetic,False,6523
HP_0000545,OC_nocite_7__composite_min2,39.70239741449521,OC,7,2,NOCITE,Genetic,False,6524
HP_0000964,OC_nocite_7__composite_min2,24.19057941542604,OC,7,2,NOCITE,Genetic,False,6525
HP_0002140,OC_nocite_7__composite_min2,5.586544003202555,OC,7,2,NOCITE,Genetic,False,6526
HP_0002619,OC_nocite_7__composite_min2,11.327814441347568,OC,7,2,NOCITE,Genetic,False,6527
HP_0003418,OC_nocite_7__composite_min2,12.227023389236413,OC,7,2,NOCITE,Genetic,False,6528
MONDO_0001336,OC_nocite_7__composite_min2,11.720439756819266,OC,7,2,NOCITE,Genetic,False,6529
MONDO_0001703,OC_nocite_7__composite_min2,8.554350404018061,OC,7,2,NOCITE,Genetic,False,6530
MONDO_0002009,OC_nocite_7__composite_min2,63.650676264928585,OC,7,2,NOCITE,Genetic,False,6531
MONDO_0004892,OC_nocite_7__composite_min2,32.61268650523923,OC,7,2,NOCITE,Genetic,False,6532
MONDO_0004907,OC_nocite_7__composite_min2,11.223547188164469,OC,7,2,NOCITE,Genetic,False,6533
MONDO_0004975,OC_nocite_7__composite_min2,41.96796465823108,OC,7,2,NOCITE,Genetic,False,6534
MONDO_0004976,OC_nocite_7__composite_min2,27.347912090861943,OC,7,2,NOCITE,Genetic,False,6535
MONDO_0004985,OC_nocite_7__composite_min2,25.412805700952045,OC,7,2,NOCITE,Genetic,False,6536
MONDO_0004992,OC_nocite_7__composite_min2,40.39311053497534,OC,7,2,NOCITE,Genetic,False,6537
MONDO_0005041,OC_nocite_7__composite_min2,34.57372711217058,OC,7,2,NOCITE,Genetic,False,6538
MONDO_0005129,OC_nocite_7__composite_min2,5.29886277135398,OC,7,2,NOCITE,Genetic,False,6539
MONDO_0005147,OC_nocite_7__composite_min2,24.82696903985146,OC,7,2,NOCITE,Genetic,False,6540
MONDO_0005178,OC_nocite_7__composite_min2,29.95626641404239,OC,7,2,NOCITE,Genetic,False,6541
MONDO_0005180,OC_nocite_7__composite_min2,17.156801613444028,OC,7,2,NOCITE,Genetic,False,6542
MONDO_0005271,OC_nocite_7__composite_min2,55.058008518124645,OC,7,2,NOCITE,Genetic,False,6543
MONDO_0005277,OC_nocite_7__composite_min2,13.505100063387896,OC,7,2,NOCITE,Genetic,False,6544
MONDO_0005301,OC_nocite_7__composite_min2,24.671653358799954,OC,7,2,NOCITE,Genetic,False,6545
MONDO_0005405,OC_nocite_7__composite_min2,15.055034064959251,OC,7,2,NOCITE,Genetic,False,6546
MONDO_0005575,OC_nocite_7__composite_min2,13.299714503264257,OC,7,2,NOCITE,Genetic,False,6547
MONDO_0021400,OC_nocite_7__composite_min2,11.5557524015833,OC,7,2,NOCITE,Genetic,False,6548
MONDO_0024647,OC_nocite_7__composite_min2,50.84606010111556,OC,7,2,NOCITE,Genetic,False,6549
MONDO_0100096,OC_nocite_7__composite_min2,11.731751504393277,OC,7,2,NOCITE,Genetic,False,6550
OBA_2001001,OC_nocite_7__composite_min2,6.099182710838451,OC,7,2,NOCITE,Genetic,False,6551
OBA_2001015,OC_nocite_7__composite_min2,9.161920366712929,OC,7,2,NOCITE,Genetic,False,6552
OBA_2050328,OC_nocite_7__composite_min2,9.553250977757358,OC,7,2,NOCITE,Genetic,False,6553
PATO_0000047,OC_nocite_7__composite_min2,31.22902276643444,OC,7,2,NOCITE,Genetic,False,6554
EFO_0000095,OC_nocite_8__composite_min2,37.21771096948791,OC,8,2,NOCITE,Genetic,False,6555
EFO_0000183,OC_nocite_8__composite_min2,11.296248660024895,OC,8,2,NOCITE,Genetic,False,6556
EFO_0000195,OC_nocite_8__composite_min2,21.918085195347874,OC,8,2,NOCITE,Genetic,False,6557
EFO_0000274,OC_nocite_8__composite_min2,33.6573468812774,OC,8,2,NOCITE,Genetic,False,6558
EFO_0000319,OC_nocite_8__composite_min2,3.159541354327227,OC,8,2,NOCITE,Genetic,False,6559
EFO_0000341,OC_nocite_8__composite_min2,27.78909434309806,OC,8,2,NOCITE,Genetic,False,6560
EFO_0000384,OC_nocite_8__composite_min2,22.030370687720904,OC,8,2,NOCITE,Genetic,False,6561
EFO_0000389,OC_nocite_8__composite_min2,14.47271332001092,OC,8,2,NOCITE,Genetic,False,6562
EFO_0000400,OC_nocite_8__composite_min2,7.69053748376728,OC,8,2,NOCITE,Genetic,False,6563
EFO_0000537,OC_nocite_8__composite_min2,5.943440527057433,OC,8,2,NOCITE,Genetic,False,6564
EFO_0000555,OC_nocite_8__composite_min2,44.21633727486229,OC,8,2,NOCITE,Genetic,False,6565
EFO_0000571,OC_nocite_8__composite_min2,50.544509440779024,OC,8,2,NOCITE,Genetic,False,6566
EFO_0000612,OC_nocite_8__composite_min2,25.557676331690548,OC,8,2,NOCITE,Genetic,False,6567
EFO_0000676,OC_nocite_8__composite_min2,14.306326082998496,OC,8,2,NOCITE,Genetic,False,6568
EFO_0000684,OC_nocite_8__composite_min2,16.813382209862407,OC,8,2,NOCITE,Genetic,False,6569
EFO_0000707,OC_nocite_8__composite_min2,25.472113912889167,OC,8,2,NOCITE,Genetic,False,6570
EFO_0000729,OC_nocite_8__composite_min2,77.3356821415066,OC,8,2,NOCITE,Genetic,False,6571
EFO_0000731,OC_nocite_8__composite_min2,5.50489512533768,OC,8,2,NOCITE,Genetic,False,6572
EFO_0000756,OC_nocite_8__composite_min2,96.81700243439984,OC,8,2,NOCITE,Genetic,False,6573
EFO_0000768,OC_nocite_8__composite_min2,18.789220913633493,OC,8,2,NOCITE,Genetic,False,6574
EFO_0001060,OC_nocite_8__composite_min2,32.94608092838705,OC,8,2,NOCITE,Genetic,False,6575
EFO_0001065,OC_nocite_8__composite_min2,7.570086592248149,OC,8,2,NOCITE,Genetic,False,6576
EFO_0001071,OC_nocite_8__composite_min2,47.0228253043499,OC,8,2,NOCITE,Genetic,False,6577
EFO_0001073,OC_nocite_8__composite_min2,39.31408456388392,OC,8,2,NOCITE,Genetic,False,6578
EFO_0001358,OC_nocite_8__composite_min2,1.713336317537177,OC,8,2,NOCITE,Genetic,False,6579
EFO_0003095,OC_nocite_8__composite_min2,3.5975873996107475,OC,8,2,NOCITE,Genetic,False,6580
EFO_0003144,OC_nocite_8__composite_min2,4.971194681107083,OC,8,2,NOCITE,Genetic,False,6581
EFO_0003761,OC_nocite_8__composite_min2,34.61476216467329,OC,8,2,NOCITE,Genetic,False,6582
EFO_0003767,OC_nocite_8__composite_min2,33.53919795919874,OC,8,2,NOCITE,Genetic,False,6583
EFO_0003768,OC_nocite_8__composite_min2,195.01504218783097,OC,8,2,NOCITE,Genetic,False,6584
EFO_0003843,OC_nocite_8__composite_min2,36.74718171404212,OC,8,2,NOCITE,Genetic,False,6585
EFO_0003870,OC_nocite_8__composite_min2,17.283113571569288,OC,8,2,NOCITE,Genetic,False,6586
EFO_0003884,OC_nocite_8__composite_min2,39.06335967139605,OC,8,2,NOCITE,Genetic,False,6587
EFO_0003894,OC_nocite_8__composite_min2,6.043828393398389,OC,8,2,NOCITE,Genetic,False,6588
EFO_0003913,OC_nocite_8__composite_min2,10.229002381403548,OC,8,2,NOCITE,Genetic,False,6589
EFO_0003923,OC_nocite_8__composite_min2,17.92095624641112,OC,8,2,NOCITE,Genetic,False,6590
EFO_0003924,OC_nocite_8__composite_min2,64.14513338261763,OC,8,2,NOCITE,Genetic,False,6591
EFO_0003931,OC_nocite_8__composite_min2,34.52399367661131,OC,8,2,NOCITE,Genetic,False,6592
EFO_0003948,OC_nocite_8__composite_min2,9.787609722462186,OC,8,2,NOCITE,Genetic,False,6593
EFO_0003958,OC_nocite_8__composite_min2,2.0293034505810854,OC,8,2,NOCITE,Genetic,False,6594
EFO_0003966,OC_nocite_8__composite_min2,53.18629541024493,OC,8,2,NOCITE,Genetic,False,6595
EFO_0004143,OC_nocite_8__composite_min2,37.98035580523243,OC,8,2,NOCITE,Genetic,False,6596
EFO_0004190,OC_nocite_8__composite_min2,16.28186839557959,OC,8,2,NOCITE,Genetic,False,6597
EFO_0004191,OC_nocite_8__composite_min2,3.253838619884475,OC,8,2,NOCITE,Genetic,False,6598
EFO_0004193,OC_nocite_8__composite_min2,5.512757862341766,OC,8,2,NOCITE,Genetic,False,6599
EFO_0004198,OC_nocite_8__composite_min2,20.37478493759916,OC,8,2,NOCITE,Genetic,False,6600
EFO_0004208,OC_nocite_8__composite_min2,15.72093060887327,OC,8,2,NOCITE,Genetic,False,6601
EFO_0004210,OC_nocite_8__composite_min2,44.10337788155734,OC,8,2,NOCITE,Genetic,False,6602
EFO_0004229,OC_nocite_8__composite_min2,19.58049420148825,OC,8,2,NOCITE,Genetic,False,6603
EFO_0004237,OC_nocite_8__composite_min2,23.60737176565746,OC,8,2,NOCITE,Genetic,False,6604
EFO_0004238,OC_nocite_8__composite_min2,4.1106231383812455,OC,8,2,NOCITE,Genetic,False,6605
EFO_0004257,OC_nocite_8__composite_min2,7.253312034572612,OC,8,2,NOCITE,Genetic,False,6606
EFO_0004274,OC_nocite_8__composite_min2,28.18216566208964,OC,8,2,NOCITE,Genetic,False,6607
EFO_0004279,OC_nocite_8__composite_min2,58.80488550993908,OC,8,2,NOCITE,Genetic,False,6608
EFO_0004284,OC_nocite_8__composite_min2,49.87821758072421,OC,8,2,NOCITE,Genetic,False,6609
EFO_0004285,OC_nocite_8__composite_min2,-0.0586857442794803,OC,8,2,NOCITE,Genetic,False,6610
EFO_0004286,OC_nocite_8__composite_min2,81.28389088321478,OC,8,2,NOCITE,Genetic,False,6611
EFO_0004302,OC_nocite_8__composite_min2,18.30832152721532,OC,8,2,NOCITE,Genetic,False,6612
EFO_0004314,OC_nocite_8__composite_min2,9.480522106423033,OC,8,2,NOCITE,Genetic,False,6613
EFO_0004318,OC_nocite_8__composite_min2,35.872775692358154,OC,8,2,NOCITE,Genetic,False,6614
EFO_0004319,OC_nocite_8__composite_min2,35.29887925496918,OC,8,2,NOCITE,Genetic,False,6615
EFO_0004329,OC_nocite_8__composite_min2,2.096717386628507,OC,8,2,NOCITE,Genetic,False,6616
EFO_0004338,OC_nocite_8__composite_min2,25.690343296759625,OC,8,2,NOCITE,Genetic,False,6617
EFO_0004341,OC_nocite_8__composite_min2,4.96262523219485,OC,8,2,NOCITE,Genetic,False,6618
EFO_0004342,OC_nocite_8__composite_min2,2.3357184498419765,OC,8,2,NOCITE,Genetic,False,6619
EFO_0004344,OC_nocite_8__composite_min2,15.80625587900944,OC,8,2,NOCITE,Genetic,False,6620
EFO_0004345,OC_nocite_8__composite_min2,41.61286985079572,OC,8,2,NOCITE,Genetic,False,6621
EFO_0004351,OC_nocite_8__composite_min2,9.557424880429911,OC,8,2,NOCITE,Genetic,False,6622
EFO_0004354,OC_nocite_8__composite_min2,4.712566295532376,OC,8,2,NOCITE,Genetic,False,6623
EFO_0004459,OC_nocite_8__composite_min2,5.993084591713149,OC,8,2,NOCITE,Genetic,False,6624
EFO_0004462,OC_nocite_8__composite_min2,26.04878583995785,OC,8,2,NOCITE,Genetic,False,6625
EFO_0004465,OC_nocite_8__composite_min2,26.446583915499104,OC,8,2,NOCITE,Genetic,False,6626
EFO_0004467,OC_nocite_8__composite_min2,61.55847413540575,OC,8,2,NOCITE,Genetic,False,6627
EFO_0004468,OC_nocite_8__composite_min2,11.754724933674868,OC,8,2,NOCITE,Genetic,False,6628
EFO_0004502,OC_nocite_8__composite_min2,2.7889610315688125,OC,8,2,NOCITE,Genetic,False,6629
EFO_0004505,OC_nocite_8__composite_min2,11.629230235663648,OC,8,2,NOCITE,Genetic,False,6630
EFO_0004529,OC_nocite_8__composite_min2,31.675712679590937,OC,8,2,NOCITE,Genetic,False,6631
EFO_0004534,OC_nocite_8__composite_min2,26.633972821952728,OC,8,2,NOCITE,Genetic,False,6632
EFO_0004535,OC_nocite_8__composite_min2,14.637063170605282,OC,8,2,NOCITE,Genetic,False,6633
EFO_0004536,OC_nocite_8__composite_min2,17.32818303527859,OC,8,2,NOCITE,Genetic,False,6634
EFO_0004555,OC_nocite_8__composite_min2,21.126959774429423,OC,8,2,NOCITE,Genetic,False,6635
EFO_0004568,OC_nocite_8__composite_min2,13.730211179645584,OC,8,2,NOCITE,Genetic,False,6636
EFO_0004570,OC_nocite_8__composite_min2,23.93112482110395,OC,8,2,NOCITE,Genetic,False,6637
EFO_0004616,OC_nocite_8__composite_min2,4.944562891297662,OC,8,2,NOCITE,Genetic,False,6638
EFO_0004617,OC_nocite_8__composite_min2,44.09050405869305,OC,8,2,NOCITE,Genetic,False,6639
EFO_0004623,OC_nocite_8__composite_min2,8.332888494229781,OC,8,2,NOCITE,Genetic,False,6640
EFO_0004624,OC_nocite_8__composite_min2,9.352701308883477,OC,8,2,NOCITE,Genetic,False,6641
EFO_0004627,OC_nocite_8__composite_min2,10.56923492285224,OC,8,2,NOCITE,Genetic,False,6642
EFO_0004631,OC_nocite_8__composite_min2,10.366518979276451,OC,8,2,NOCITE,Genetic,False,6643
EFO_0004639,OC_nocite_8__composite_min2,32.61916781126632,OC,8,2,NOCITE,Genetic,False,6644
EFO_0004641,OC_nocite_8__composite_min2,36.68336220401669,OC,8,2,NOCITE,Genetic,False,6645
EFO_0004682,OC_nocite_8__composite_min2,14.677420895632189,OC,8,2,NOCITE,Genetic,False,6646
EFO_0004697,OC_nocite_8__composite_min2,31.856464061793368,OC,8,2,NOCITE,Genetic,False,6647
EFO_0004703,OC_nocite_8__composite_min2,21.402766192392072,OC,8,2,NOCITE,Genetic,False,6648
EFO_0004704,OC_nocite_8__composite_min2,1.7103556239380864,OC,8,2,NOCITE,Genetic,False,6649
EFO_0004705,OC_nocite_8__composite_min2,32.85391124407976,OC,8,2,NOCITE,Genetic,False,6650
EFO_0004723,OC_nocite_8__composite_min2,13.635181970781812,OC,8,2,NOCITE,Genetic,False,6651
EFO_0004732,OC_nocite_8__composite_min2,11.09692317345343,OC,8,2,NOCITE,Genetic,False,6652
EFO_0004741,OC_nocite_8__composite_min2,8.146153007400207,OC,8,2,NOCITE,Genetic,False,6653
EFO_0004748,OC_nocite_8__composite_min2,16.183158181733493,OC,8,2,NOCITE,Genetic,False,6654
EFO_0004761,OC_nocite_8__composite_min2,30.50498041824389,OC,8,2,NOCITE,Genetic,False,6655
EFO_0004765,OC_nocite_8__composite_min2,26.109105964051373,OC,8,2,NOCITE,Genetic,False,6656
EFO_0004792,OC_nocite_8__composite_min2,0.9790080967973293,OC,8,2,NOCITE,Genetic,False,6657
EFO_0004799,OC_nocite_8__composite_min2,94.3892966946295,OC,8,2,NOCITE,Genetic,False,6658
EFO_0004832,OC_nocite_8__composite_min2,27.905530495746543,OC,8,2,NOCITE,Genetic,False,6659
EFO_0004838,OC_nocite_8__composite_min2,5.392943602777887,OC,8,2,NOCITE,Genetic,False,6660
EFO_0004870,OC_nocite_8__composite_min2,1.0777449340616634,OC,8,2,NOCITE,Genetic,False,6661
EFO_0004995,OC_nocite_8__composite_min2,31.28175499439445,OC,8,2,NOCITE,Genetic,False,6662
EFO_0005035,OC_nocite_8__composite_min2,4.455838270717675,OC,8,2,NOCITE,Genetic,False,6663
EFO_0005036,OC_nocite_8__composite_min2,3.476972219974338,OC,8,2,NOCITE,Genetic,False,6664
EFO_0005047,OC_nocite_8__composite_min2,4.718040369692287,OC,8,2,NOCITE,Genetic,False,6665
EFO_0005055,OC_nocite_8__composite_min2,7.055705561309467,OC,8,2,NOCITE,Genetic,False,6666
EFO_0005058,OC_nocite_8__composite_min2,15.576215573674908,OC,8,2,NOCITE,Genetic,False,6667
EFO_0005059,OC_nocite_8__composite_min2,2.3807847658739987,OC,8,2,NOCITE,Genetic,False,6668
EFO_0005090,OC_nocite_8__composite_min2,20.07104490931886,OC,8,2,NOCITE,Genetic,False,6669
EFO_0005093,OC_nocite_8__composite_min2,13.363508950578847,OC,8,2,NOCITE,Genetic,False,6670
EFO_0005106,OC_nocite_8__composite_min2,13.390942821285345,OC,8,2,NOCITE,Genetic,False,6671
EFO_0005112,OC_nocite_8__composite_min2,0.2310391159926958,OC,8,2,NOCITE,Genetic,False,6672
EFO_0005116,OC_nocite_8__composite_min2,48.00255520889217,OC,8,2,NOCITE,Genetic,False,6673
EFO_0005128,OC_nocite_8__composite_min2,11.918115011651482,OC,8,2,NOCITE,Genetic,False,6674
EFO_0005134,OC_nocite_8__composite_min2,93.43078206129188,OC,8,2,NOCITE,Genetic,False,6675
EFO_0005140,OC_nocite_8__composite_min2,15.73163202575343,OC,8,2,NOCITE,Genetic,False,6676
EFO_0005210,OC_nocite_8__composite_min2,11.114440999087414,OC,8,2,NOCITE,Genetic,False,6677
EFO_0005213,OC_nocite_8__composite_min2,67.70918951020829,OC,8,2,NOCITE,Genetic,False,6678
EFO_0005230,OC_nocite_8__composite_min2,5.217401642518209,OC,8,2,NOCITE,Genetic,False,6679
EFO_0005271,OC_nocite_8__composite_min2,5.50093977513785,OC,8,2,NOCITE,Genetic,False,6680
EFO_0005423,OC_nocite_8__composite_min2,29.352848125706025,OC,8,2,NOCITE,Genetic,False,6681
EFO_0005424,OC_nocite_8__composite_min2,11.7361856794796,OC,8,2,NOCITE,Genetic,False,6682
EFO_0005665,OC_nocite_8__composite_min2,4.081026974682614,OC,8,2,NOCITE,Genetic,False,6683
EFO_0005671,OC_nocite_8__composite_min2,39.71885424952335,OC,8,2,NOCITE,Genetic,False,6684
EFO_0005677,OC_nocite_8__composite_min2,3.196549670774466,OC,8,2,NOCITE,Genetic,False,6685
EFO_0005680,OC_nocite_8__composite_min2,213.5764348800129,OC,8,2,NOCITE,Genetic,False,6686
EFO_0005782,OC_nocite_8__composite_min2,9.699841976855842,OC,8,2,NOCITE,Genetic,False,6687
EFO_0005854,OC_nocite_8__composite_min2,4.781862471440265,OC,8,2,NOCITE,Genetic,False,6688
EFO_0006312,OC_nocite_8__composite_min2,1.8129822840824756,OC,8,2,NOCITE,Genetic,False,6689
EFO_0006340,OC_nocite_8__composite_min2,11.071940666538389,OC,8,2,NOCITE,Genetic,False,6690
EFO_0006525,OC_nocite_8__composite_min2,14.23988813694578,OC,8,2,NOCITE,Genetic,False,6691
EFO_0006781,OC_nocite_8__composite_min2,8.797284864639312,OC,8,2,NOCITE,Genetic,False,6692
EFO_0006794,OC_nocite_8__composite_min2,35.31667327160836,OC,8,2,NOCITE,Genetic,False,6693
EFO_0006807,OC_nocite_8__composite_min2,51.28184234684494,OC,8,2,NOCITE,Genetic,False,6694
EFO_0006812,OC_nocite_8__composite_min2,101.79596516437869,OC,8,2,NOCITE,Genetic,False,6695
EFO_0006925,OC_nocite_8__composite_min2,12.905447978634704,OC,8,2,NOCITE,Genetic,False,6696
EFO_0006935,OC_nocite_8__composite_min2,8.082143016864626,OC,8,2,NOCITE,Genetic,False,6697
EFO_0006939,OC_nocite_8__composite_min2,30.64935976623096,OC,8,2,NOCITE,Genetic,False,6698
EFO_0006941,OC_nocite_8__composite_min2,7.291642052661357,OC,8,2,NOCITE,Genetic,False,6699
EFO_0007005,OC_nocite_8__composite_min2,20.335871718021163,OC,8,2,NOCITE,Genetic,False,6700
EFO_0007006,OC_nocite_8__composite_min2,69.193911999665,OC,8,2,NOCITE,Genetic,False,6701
EFO_0007009,OC_nocite_8__composite_min2,55.22152269619072,OC,8,2,NOCITE,Genetic,False,6702
EFO_0007117,OC_nocite_8__composite_min2,134.93813925611,OC,8,2,NOCITE,Genetic,False,6703
EFO_0007191,OC_nocite_8__composite_min2,64.67455530071871,OC,8,2,NOCITE,Genetic,False,6704
EFO_0007629,OC_nocite_8__composite_min2,9.548099810559853,OC,8,2,NOCITE,Genetic,False,6705
EFO_0007630,OC_nocite_8__composite_min2,18.423203401030264,OC,8,2,NOCITE,Genetic,False,6706
EFO_0007667,OC_nocite_8__composite_min2,8.49733438300577,OC,8,2,NOCITE,Genetic,False,6707
EFO_0007680,OC_nocite_8__composite_min2,0.7259262015658928,OC,8,2,NOCITE,Genetic,False,6708
EFO_0007701,OC_nocite_8__composite_min2,79.87450883029622,OC,8,2,NOCITE,Genetic,False,6709
EFO_0007761,OC_nocite_8__composite_min2,12.00452303534012,OC,8,2,NOCITE,Genetic,False,6710
EFO_0007778,OC_nocite_8__composite_min2,-1.0075325999152849,OC,8,2,NOCITE,Genetic,False,6711
EFO_0007783,OC_nocite_8__composite_min2,0.8504901991687074,OC,8,2,NOCITE,Genetic,False,6712
EFO_0007785,OC_nocite_8__composite_min2,9.07797242922842,OC,8,2,NOCITE,Genetic,False,6713
EFO_0007796,OC_nocite_8__composite_min2,75.7354280465787,OC,8,2,NOCITE,Genetic,False,6714
EFO_0007800,OC_nocite_8__composite_min2,6.037582866996833,OC,8,2,NOCITE,Genetic,False,6715
EFO_0007822,OC_nocite_8__composite_min2,22.333827849742185,OC,8,2,NOCITE,Genetic,False,6716
EFO_0007828,OC_nocite_8__composite_min2,32.27434165685301,OC,8,2,NOCITE,Genetic,False,6717
EFO_0007841,OC_nocite_8__composite_min2,6.694218913733069,OC,8,2,NOCITE,Genetic,False,6718
EFO_0007843,OC_nocite_8__composite_min2,13.732255122980796,OC,8,2,NOCITE,Genetic,False,6719
EFO_0007849,OC_nocite_8__composite_min2,5.376852953729332,OC,8,2,NOCITE,Genetic,False,6720
EFO_0007869,OC_nocite_8__composite_min2,37.93601971673132,OC,8,2,NOCITE,Genetic,False,6721
EFO_0007874,OC_nocite_8__composite_min2,28.18332870195496,OC,8,2,NOCITE,Genetic,False,6722
EFO_0007876,OC_nocite_8__composite_min2,26.626648540564464,OC,8,2,NOCITE,Genetic,False,6723
EFO_0007877,OC_nocite_8__composite_min2,23.42428160019743,OC,8,2,NOCITE,Genetic,False,6724
EFO_0007885,OC_nocite_8__composite_min2,8.13153458427755,OC,8,2,NOCITE,Genetic,False,6725
EFO_0007906,OC_nocite_8__composite_min2,32.59606448776253,OC,8,2,NOCITE,Genetic,False,6726
EFO_0007924,OC_nocite_8__composite_min2,3.618113173713246,OC,8,2,NOCITE,Genetic,False,6727
EFO_0007987,OC_nocite_8__composite_min2,9.824217457387164,OC,8,2,NOCITE,Genetic,False,6728
EFO_0007989,OC_nocite_8__composite_min2,56.55112150337923,OC,8,2,NOCITE,Genetic,False,6729
EFO_0007990,OC_nocite_8__composite_min2,28.79597635343749,OC,8,2,NOCITE,Genetic,False,6730
EFO_0007991,OC_nocite_8__composite_min2,45.06034182592296,OC,8,2,NOCITE,Genetic,False,6731
EFO_0007992,OC_nocite_8__composite_min2,21.477572193267456,OC,8,2,NOCITE,Genetic,False,6732
EFO_0007993,OC_nocite_8__composite_min2,32.63408667789045,OC,8,2,NOCITE,Genetic,False,6733
EFO_0007994,OC_nocite_8__composite_min2,46.834678190769615,OC,8,2,NOCITE,Genetic,False,6734
EFO_0007995,OC_nocite_8__composite_min2,3.801860953685344,OC,8,2,NOCITE,Genetic,False,6735
